% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
994 +1.440879235e+02 +1.440879235e+02 +1.794379235e+02 +3.535000000e+01 +1.4656e+00 +2.2366e+00 +4.0554e+00 +3.2923e+00 -1.8807e+00 +1.7211e+00 +2.3875e+00 +4.1618e+00 -1.8297e+00 -1.2840e+00 +2.2347e+00 -2.2424e+00 +4.9246e+00 +4.5653e+00 -2.7157e+00 +4.0520e+00 +1.0807e+00 -4.8914e-01 +7.7699e-01 +2.7452e-01
1587 +9.787661811e+01 +9.787661811e+01 +1.332266181e+02 +3.535000000e+01 +1.4656e+00 +2.9318e+00 +4.0554e+00 +3.2923e+00 -2.9196e+00 +5.0904e-01 +8.7626e-01 +1.9770e+00 -1.8297e+00 -1.7970e+00 +2.2347e+00 -2.2424e+00 +4.9246e+00 +4.5653e+00 -2.6163e+00 +4.0520e+00 +1.0807e+00 -4.8914e-01 +7.7699e-01 +6.8229e-01
2186 +6.113995973e+01 +6.113995973e+01 +9.648995973e+01 +3.535000000e+01 +8.1618e-01 +2.2366e+00 +3.6022e+00 +3.2923e+00 -1.8807e+00 +1.1096e-01 +8.7626e-01 +1.9770e+00 -1.8297e+00 -1.2840e+00 +2.2347e+00 -2.2424e+00 +5.9097e+00 +4.8619e+00 -2.7157e+00 +3.1878e+00 +1.0807e+00 -4.7134e-01 +7.7699e-01 +2.7452e-01
4369 +3.958806657e+01 +3.958806657e+01 +7.493806657e+01 +3.535000000e+01 +8.1618e-01 +2.2366e+00 +3.6022e+00 +3.2923e+00 -1.8807e+00 -2.5921e-01 +8.7626e-01 +1.9770e+00 -1.1272e+00 -1.2840e+00 +2.2347e+00 -2.3623e+00 +5.9097e+00 +4.7429e+00 -1.5396e+00 +3.1878e+00 +1.4299e+00 -4.7134e-01 +1.4278e+00 +2.7452e-01
32502 +2.396355026e+01 +2.396355026e+01 +5.931355026e+01 +3.535000000e+01 +7.9968e-01 +1.2617e+00 +3.7097e+00 +3.8983e+00 -2.0980e+00 -1.0022e+00 +1.6776e+00 +1.6021e+00 +4.3922e-01 -4.2059e-01 +6.1785e-01 -9.3274e-01 +3.2742e+00 +2.5044e+00 -3.3350e+00 +3.1926e+00 +3.3845e+00 +2.1552e+00 +2.6364e+00 +2.9766e+00
35395 +1.577641938e+01 +1.577641938e+01 +5.112641938e+01 +3.535000000e+01 +7.9968e-01 +1.3670e+00 +3.7097e+00 +3.4400e+00 -2.2502e+00 -1.0022e+00 +2.4825e+00 +1.1885e+00 +8.7024e-01 -4.2059e-01 +1.8971e-01 -9.3274e-01 +3.4176e+00 +2.5044e+00 -3.3350e+00 +3.1926e+00 +3.2302e+00 +2.2110e+00 +2.6364e+00 +3.2202e+00
134854 +9.696132917e+00 +9.696132917e+00 +4.504613292e+01 +3.535000000e+01 +1.4790e+00 +2.0048e+00 +3.8149e+00 +2.5415e+00 -1.9927e+00 -1.3282e+00 +1.6030e+00 -2.0428e-01 +8.7148e-01 -9.7970e-01 +7.2219e-01 -2.1149e+00 +5.0000e+00 +4.8713e+00 -1.0277e+00 +3.0423e+00 +1.8516e+00 +8.7091e-01 +2.0122e+00 +2.1761e-01
203632 +6.242452710e+00 +6.242452710e+00 +4.159245271e+01 +3.535000000e+01 +2.1560e+00 +2.0516e+00 +3.6551e+00 +2.3773e+00 -2.2434e+00 -1.6699e+00 +1.8253e+00 -3.4306e-01 +8.1974e-01 -9.1261e-01 +4.7205e-01 -2.7685e+00 +5.0000e+00 +3.8996e+00 -9.2606e-01 +3.2300e+00 +1.6443e+00 +1.2308e+00 +2.3371e+00 -1.5851e-01
437696 +3.975839738e+00 +3.975839738e+00 +3.932583974e+01 +3.535000000e+01 +2.3663e+00 +1.6179e+00 +3.4289e+00 +2.2175e+00 -2.3776e+00 -2.1819e+00 +2.0064e+00 -3.3723e-01 +9.8812e-01 -4.9301e-01 +2.9820e-01 -2.4806e+00 +4.9604e+00 +4.2194e+00 -7.9673e-01 +3.6753e+00 +1.6352e+00 +1.2819e+00 +2.4823e+00 +1.0821e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.105368297e+03 +2.105368297e+03 +2.109188297e+03 +3.820000000e+00 -5.4933e-02 -1.1548e+00 +2.8832e+00 +4.8817e+00 +8.2348e-02 -4.1467e+00 +3.3928e+00 -1.0818e+00 +4.3529e+00 +1.3366e+00 +1.3609e+00 +1.2676e+00 -3.2403e+00 -4.5732e+00 +1.9394e+00 -1.1623e+00 +2.5707e+00 +4.8951e+00 -5.6599e-01 -4.3928e+00
375 +3.964256813e+02 +3.964256813e+02 +4.002456813e+02 +3.820000000e+00 -1.9514e+00 +2.6145e+00 +3.8565e+00 -2.2953e+00 +2.3225e+00 -2.4600e+00 -4.4985e-01 -1.0639e-01 -3.9283e+00 -3.1746e+00 +4.5037e+00 -2.7634e-01 +1.5121e+00 -2.5143e+00 +3.7659e-02 -4.0111e-01 -3.6368e+00 +2.3391e+00 +6.3546e-01 +2.2638e+00
556 +2.033270960e+02 +2.033270960e+02 +2.071470960e+02 +3.820000000e+00 -6.3766e-01 -1.0434e+00 +3.8565e+00 -2.2953e+00 +2.3225e+00 -2.4600e+00 -4.4985e-01 -1.0639e-01 -3.9283e+00 -3.1746e+00 +4.5037e+00 -2.7634e-01 +1.0158e+00 -2.5143e+00 +3.7659e-02 -4.0111e-01 -3.6368e+00 +2.3391e+00 +6.3546e-01 +2.2638e+00
1267 +1.322584587e+02 +1.322584587e+02 +1.360784587e+02 +3.820000000e+00 -6.3766e-01 -1.0434e+00 +1.2778e+00 -2.2953e+00 +2.3225e+00 -2.4600e+00 -3.0429e-01 -6.0629e-01 -1.8904e+00 -3.0738e+00 +4.0126e+00 -2.7634e-01 +1.0158e+00 -2.5143e+00 +3.7659e-02 -4.0111e-01 -3.6368e+00 +2.3391e+00 +6.3546e-01 +2.2638e+00
2700 +9.381668987e+01 +9.381668987e+01 +9.763668987e+01 +3.820000000e+00 -7.1338e-01 -1.0434e+00 +2.6693e+00 -1.3864e+00 +1.7154e+00 -2.0480e+00 -3.0429e-01 -6.0629e-01 -1.8904e+00 -2.5443e+00 +2.9762e+00 -2.7634e-01 +1.5121e+00 -2.8223e+00 +3.7659e-02 -4.0111e-01 -2.4811e+00 +2.5302e+00 +6.3546e-01 +1.6138e+00
6439 +6.216609653e+01 +6.216609653e+01 +6.598609653e+01 +3.820000000e+00 +1.1079e+00 -1.0434e+00 +2.6693e+00 -1.0856e+00 +1.7977e+00 -2.0480e+00 -3.0429e-01 -1.0490e+00 -1.8904e+00 -2.5443e+00 +3.1810e+00 -4.4952e-01 +4.5393e-01 -2.9995e+00 +3.7659e-02 +6.3649e-01 -1.8204e+00 +2.5302e+00 +6.3546e-01 +1.6138e+00
13358 +3.847951695e+01 +3.847951695e+01 +4.229951695e+01 +3.820000000e+00 +3.5050e+00 +2.4649e+00 +1.8771e+00 -9.5723e-01 -3.2437e-01 +5.4225e-01 +4.9412e-01 -1.9973e+00 +2.8208e+00 -2.7618e+00 +1.0359e+00 +9.8335e-01 -2.3626e+00 -3.6385e+00 -1.1468e+00 -1.6980e-01 +1.8552e+00 +5.2508e+00 +4.4635e-01 +4.1897e+00
33708 +2.509111674e+01 +2.509111674e+01 +2.891111674e+01 +3.820000000e+00 +2.2257e+00 -5.6989e-01 +4.9858e-01 -4.4633e+00 -1.0954e-02 +1.7662e+00 +2.1024e-01 -3.1223e+00 +1.9399e+00 -2.3929e+00 +1.9172e+00 +2.6002e+00 -3.1745e-01 -3.9786e+00 -1.0237e+00 +1.2075e+00 +2.0587e+00 -9.1064e-01 +1.6253e+00 +3.0286e+00
87001 +1.429823013e+01 +1.429823013e+01 +1.811823013e+01 +3.820000000e+00 +3.3737e+00 +2.1256e+00 +2.2722e+00 -1.4018e+00 +1.5726e+00 -7.3219e-01 +1.1430e+00 -2.0301e+00 +1.3698e+00 -1.5742e+00 +8.5259e-01 +3.6508e+00 -8.7371e-01 -3.4295e+00 -1.6608e+00 +5.0666e-01 +2.0995e+00 +5.0000e+00 +8.2222e-01 +3.7302e+00
146956 +9.274862664e+00 +9.274862664e+00 +1.309486266e+01 +3.820000000e+00 +3.4603e+00 +1.8387e+00 +2.2724e+00 -1.4174e+00 +1.4749e+00 -6.8896e-01 +7.1463e-01 -2.6706e+00 +1.1972e+00 -8.6563e-01 +7.3012e-01 +3.7491e+00 -7.6640e-01 -3.3400e+00 -1.3717e+00 +1.4278e-01 +2.1118e+00 +5.0000e+00 +7.8939e-01 +3.6430e+00
166156 +5.206491622e+00 +5.206491622e+00 +9.026491622e+00 +3.820000000e+00 +3.9544e+00 +1.9895e+00 +1.9743e+00 -1.6346e+00 +1.0730e+00 -8.6950e-01 +1.0886e+00 -2.8022e+00 +9.2596e-01 -1.2328e+00 +6.0952e-01 +3.9203e+00 -1.3979e+00 -3.1561e+00 -1.7919e+00 +7.8384e-01 +3.1207e+00 +5.0000e+00 +1.0799e+00 +3.6585e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.065641527e+03 +2.065641527e+03 +2.087391527e+03 +2.175000000e+01 +3.0254e+00 +4.4668e+00 +1.2236e+00 +6.8868e-01 +4.7518e+00 +3.1425e+00 +4.2042e+00 +3.4676e+00 +2.5725e+00 +2.1012e+00 -1.3728e+00 +4.2945e+00 -1.4375e-01 -2.5337e+00 +3.3577e+00 -3.7566e+00 -2.4375e+00 -2.3643e-01 +4.1615e+00 -3.5966e+00
398 +3.403256680e+02 +3.403256680e+02 +3.620756680e+02 +2.175000000e+01 -4.8943e-01 +2.4085e+00 -1.5855e+00 +8.9832e-01 +4.0652e+00 -1.1657e+00 +5.6800e-01 -2.1556e+00 +3.5061e+00 +3.5128e-01 -5.8188e-01 +4.3384e+00 +2.6685e+00 +4.8723e-01 +9.3072e-02 -3.2476e+00 -4.1331e+00 -1.7624e-01 -8.6103e-01 +2.6618e+00
981 +1.889249465e+02 +1.889249465e+02 +2.106749465e+02 +2.175000000e+01 +9.1347e-02 -1.3645e+00 -2.1957e+00 +2.5713e+00 +3.6723e+00 -9.6086e-01 +1.5544e+00 -4.5139e+00 +2.2308e+00 +7.4123e-01 +3.7177e+00 +1.1823e+00 +1.0726e+00 -1.7303e+00 +1.3873e+00 -2.6925e+00 -3.8783e-01 -1.3730e+00 -1.6057e+00 +4.3782e+00
1559 +1.574327178e+02 +1.574327178e+02 +1.791827178e+02 +2.175000000e+01 +9.1347e-02 -1.3645e+00 -2.1957e+00 +2.5713e+00 +3.7505e+00 -6.1990e-01 +2.9411e-01 -4.5139e+00 +2.6110e+00 +1.7239e+00 +3.7177e+00 +1.1823e+00 +1.0726e+00 -1.7303e+00 +1.3873e+00 -2.6925e+00 -3.8783e-01 -9.2291e-02 -8.6103e-01 +4.3782e+00
2523 +9.725655531e+01 +9.725655531e+01 +1.190065553e+02 +2.175000000e+01 -4.8943e-01 -1.3645e+00 -2.1957e+00 +8.9832e-01 +3.6723e+00 -9.6086e-01 +1.8201e+00 -4.5139e+00 +2.2308e+00 +1.7239e+00 +2.5897e+00 +1.1823e+00 +1.4264e+00 -1.7303e+00 +1.3873e+00 -2.6925e+00 -3.8783e-01 -9.2291e-02 -8.6103e-01 +2.6618e+00
12976 +5.876373148e+01 +5.876373148e+01 +8.051373148e+01 +2.175000000e+01 +1.5065e+00 -2.6521e-01 -2.4797e+00 +2.4721e+00 -7.3222e-01 -4.2159e+00 +3.0974e+00 -5.0201e-02 +2.5794e+00 +5.0334e+00 +1.4257e-01 +9.7317e-01 +1.6966e+00 -2.1431e+00 -4.1522e-01 -9.7856e-01 -1.9100e+00 +1.2819e+00 -4.1832e+00 +2.4792e+00
15876 +3.643372052e+01 +3.643372052e+01 +5.818372052e+01 +2.175000000e+01 +1.5065e+00 -2.6521e-01 -2.4797e+00 +2.4721e+00 -1.4776e+00 -3.6211e+00 +2.7553e+00 -6.0920e-01 +2.5794e+00 +4.5635e+00 +1.1259e+00 +5.8013e-01 +2.2840e+00 -2.1431e+00 -4.1522e-01 -6.8457e-01 -1.9100e+00 +1.2819e+00 -3.8761e+00 +2.4792e+00
88434 +2.419708808e+01 +2.419708808e+01 +4.594708808e+01 +2.175000000e+01 +1.8444e+00 +4.9205e-01 -2.6039e+00 +2.3331e+00 -1.1566e+00 -3.2524e+00 +2.0181e+00 -5.9247e-01 +1.5056e+00 +4.5093e+00 +8.8900e-01 +1.6485e-01 +2.9572e+00 -1.4779e+00 -6.3235e-01 -5.3245e-01 -2.1321e+00 +1.2719e+00 -3.8822e+00 +1.9622e+00
106814 +1.363761861e+01 +1.363761861e+01 +3.538761861e+01 +2.175000000e+01 +3.6420e+00 +5.5261e-01 -5.2081e-02 +4.0055e+00 -1.8979e+00 -3.6939e+00 +4.3730e+00 +3.3111e+00 +1.7672e+00 +4.6434e+00 +3.8354e+00 -9.5135e-01 +2.7048e+00 -1.2806e+00 -2.1369e+00 -3.6707e+00 -2.1089e+00 +1.0214e+00 -2.7339e+00 -5.0364e-01
164268 +9.991706621e+00 +9.991706621e+00 +3.174170662e+01 +2.175000000e+01 +4.0951e+00 +3.7662e-02 -1.8364e-01 +3.8684e+00 -2.3555e+00 -3.6536e+00 +3.9306e+00 +3.7945e+00 +1.6540e+00 +4.6518e+00 +3.8325e+00 -1.5398e+00 +2.3651e+00 -1.4350e+00 -2.5257e+00 -3.8973e+00 -1.7708e+00 +9.8438e-01 -2.7560e+00 -1.3392e+00
233698 +6.256467767e+00 +6.256467767e+00 +2.800646777e+01 +2.175000000e+01 +3.4381e+00 +6.5870e-01 -5.1250e-01 +3.7611e+00 -1.6029e+00 -3.7676e+00 +4.1929e+00 +3.5705e+00 +1.9632e+00 +4.2958e+00 +3.2336e+00 -1.7266e+00 +2.6085e+00 -1.7424e+00 -2.3546e+00 -3.9360e+00 -1.7323e+00 +7.4833e-01 -2.7567e+00 -9.2014e-01
291232 +3.949334135e+00 +3.949334135e+00 +2.569933413e+01 +2.175000000e+01 +4.4523e+00 +1.0292e+00 -3.8128e-01 +3.4643e+00 -2.1279e+00 -3.2568e+00 +4.1357e+00 +2.7569e+00 +1.7092e+00 +4.3550e+00 +3.1828e+00 -1.1073e+00 +2.5994e+00 -1.2416e+00 -2.3155e+00 -3.7695e+00 -2.1019e+00 +6.4718e-01 -2.2269e+00 -3.8131e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.201602395e+03 +2.201602395e+03 +2.266392395e+03 +6.479000000e+01 +5.4823e-01 -3.4280e+00 +2.9980e+00 -4.3706e+00 -8.0004e-01 +2.3546e+00 +1.7099e+00 +1.8107e+00 -2.4063e+00 +1.7447e+00 +1.7220e+00 -6.2108e-01 +4.3344e+00 +2.2389e+00 +4.9239e+00 +1.6484e+00 -4.8920e+00 -4.4738e+00 -4.5992e+00 -1.1122e+00
367 +3.678317113e+02 +3.678317113e+02 +4.326217113e+02 +6.479000000e+01 +6.0736e-02 -3.5203e+00 -6.1034e-01 +3.6750e+00 +1.0844e+00 +1.6841e+00 -1.2803e+00 -2.0370e+00 -1.7923e-01 +3.9356e-01 +4.0459e+00 -5.2064e-01 -2.7589e+00 +2.5921e+00 -4.2355e+00 -1.7117e-01 +3.2577e+00 +2.7680e+00 -8.0117e-01 +1.3487e+00
535 +2.132974196e+02 +2.132974196e+02 +2.780874196e+02 +6.479000000e+01 +6.0209e-01 +1.7635e-01 +8.6069e-01 -4.5346e-01 -2.8304e+00 -1.7539e-01 -3.6659e+00 -1.4375e+00 -3.6423e+00 +2.2382e+00 +1.9689e+00 -1.2990e+00 +2.8174e+00 -4.6641e-01 -1.5488e+00 +3.9550e+00 +1.9627e+00 -1.4339e+00 -2.6108e+00 -2.5114e+00
1025 +1.523023156e+02 +1.523023156e+02 +2.170923156e+02 +6.479000000e+01 -1.2328e+00 -2.6225e+00 -6.1034e-01 +3.6750e+00 -2.8304e+00 -1.7539e-01 -3.6659e+00 -1.4375e+00 -1.7923e-01 +3.9356e-01 +4.0459e+00 -5.2064e-01 -2.7589e+00 +2.5921e+00 -4.2355e+00 -1.7117e-01 +3.2577e+00 +1.4636e+00 -8.0117e-01 +4.8022e+00
2373 +9.520702840e+01 +9.520702840e+01 +1.599970284e+02 +6.479000000e+01 -1.2328e+00 -2.2921e+00 +8.5095e-01 +3.5755e+00 -2.8304e+00 -1.7539e-01 -4.9722e+00 -7.4377e-01 -1.7923e-01 +3.4295e-01 +4.0459e+00 -5.2064e-01 -2.7589e+00 +2.5921e+00 -4.2355e+00 +1.2483e+00 +3.2577e+00 +1.0981e+00 -1.2743e+00 +3.5027e+00
11421 +5.967602336e+01 +5.967602336e+01 +1.244660234e+02 +6.479000000e+01 -4.2977e+00 -1.1979e+00 +7.2723e-01 +3.0742e+00 +1.8535e-01 -4.6480e+00 -2.3844e+00 +1.7154e+00 -1.5541e+00 +2.3735e+00 +4.9296e+00 -2.8204e+00 +2.2531e+00 +2.8066e-02 -2.2245e+00 +2.2945e+00 +6.9656e-02 +1.0837e+00 -2.7966e+00 +1.6455e-01
12940 +3.719239888e+01 +3.719239888e+01 +1.019823989e+02 +6.479000000e+01 -3.7504e+00 -1.4850e+00 +7.2723e-01 +3.0742e+00 +1.8535e-01 -3.8682e+00 -2.7935e+00 +1.7154e+00 -1.5541e+00 +3.0828e+00 +3.7687e+00 -2.6367e+00 +2.2531e+00 +4.9543e-01 -1.8714e+00 +2.8475e+00 +6.9656e-02 +9.9777e-01 -2.7966e+00 -1.0893e+00
15027 +2.462227003e+01 +2.462227003e+01 +8.941227003e+01 +6.479000000e+01 -2.9445e+00 -1.4850e+00 +7.2723e-01 +3.0742e+00 +1.8535e-01 -3.3478e+00 -2.7935e+00 +1.4064e+00 -1.5541e+00 +2.8044e+00 +4.0795e+00 -2.2508e+00 +2.0002e+00 +4.9543e-01 -1.8714e+00 +2.8475e+00 +6.9656e-02 +9.9777e-01 -2.7966e+00 -1.0893e+00
34521 +1.486212102e+01 +1.486212102e+01 +7.965212102e+01 +6.479000000e+01 -8.8327e-01 -1.7609e+00 +1.0704e+00 +2.3944e+00 -3.7009e-01 -1.7736e+00 -3.7387e+00 -6.6425e-01 -1.8901e+00 +2.3139e+00 +3.4617e+00 -1.4339e+00 +1.6844e+00 +4.8350e-01 -2.4293e+00 +2.8497e+00 +3.0591e-01 +7.9210e-01 -3.0658e+00 -1.0863e+00
64623 +9.540680699e+00 +9.540680699e+00 +7.433068070e+01 +6.479000000e+01 -1.8044e+00 -1.7505e+00 +4.9927e-01 +2.1060e+00 +3.6610e-01 -3.0910e+00 -3.1384e+00 +6.5264e-01 -2.4791e+00 +2.6171e+00 +3.6394e+00 -2.6029e+00 +2.0948e+00 +4.6718e-01 -1.7370e+00 +2.8073e+00 +1.0727e-01 +5.4281e-01 -2.9057e+00 -1.4682e+00
186845 +5.903848726e+00 +5.903848726e+00 +7.069384873e+01 +6.479000000e+01 -1.4437e+00 -1.7496e+00 +5.2598e-01 +1.9136e+00 +3.7733e-01 -3.0841e+00 -3.4073e+00 +2.3125e-01 -2.3804e+00 +2.6241e+00 +3.4927e+00 -2.7075e+00 +2.2712e+00 +3.5427e-01 -1.2856e+00 +2.7555e+00 +1.1437e-01 +5.2380e-01 -2.4205e+00 -9.0077e-01
362265 +3.974562167e+00 +3.974562167e+00 +6.876456217e+01 +6.479000000e+01 -1.4801e+00 -2.1112e+00 +5.5654e-01 +1.6559e+00 +2.4795e-01 -3.0839e+00 -3.4413e+00 -1.4469e-01 -2.3818e+00 +2.6400e+00 +3.2446e+00 -2.6043e+00 +2.1098e+00 +3.6942e-01 -1.3543e+00 +2.7873e+00 -2.0034e-01 +2.8794e-01 -2.5460e+00 -8.8782e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
