% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2989 +2.004079641e+03 +2.004079641e+03 +2.039979641e+03 +3.590000000e+01 +3.4386e+00 +1.6583e+00 +3.0620e+00 +2.4621e+00 -4.5798e+00 -3.9209e+00 -1.1853e+00 -2.0509e+00 -1.5157e+00 -3.7590e+00 -3.8271e+00 -3.8476e+00 +2.1658e-01 -1.0776e+00 +4.4538e+00 -2.8113e+00 +2.2202e-01 +5.8882e+00 -3.6419e+00 -4.2974e+00
3363 +8.021403871e+02 +8.021403871e+02 +8.380403871e+02 +3.590000000e+01 +3.4386e+00 +1.6583e+00 +3.3173e+00 +2.4621e+00 -4.5798e+00 -3.4494e+00 -1.1853e+00 -2.0509e+00 -1.5157e+00 -3.7590e+00 -3.8271e+00 -3.9232e+00 +2.1658e-01 -1.0776e+00 +4.4538e+00 -2.8762e+00 +4.8547e-01 +6.1253e+00 -3.5923e+00 -4.2974e+00
3545 +6.264738760e+02 +6.264738760e+02 +6.623738760e+02 +3.590000000e+01 +3.4386e+00 +1.6583e+00 +4.2080e+00 +2.4621e+00 -4.5798e+00 -3.4494e+00 -1.7774e+00 -2.0509e+00 -1.5347e+00 -3.5863e+00 -3.8309e+00 -3.9232e+00 +2.1658e-01 -8.9066e-01 +4.4538e+00 -2.9692e+00 +2.2202e-01 +6.1253e+00 -3.5923e+00 -4.2974e+00
3915 +1.286650069e+02 +1.286650069e+02 +1.645650069e+02 +3.590000000e+01 +3.4386e+00 +1.6583e+00 +4.2080e+00 +2.4621e+00 -4.5798e+00 -3.4494e+00 -1.7774e+00 -2.0509e+00 -1.5157e+00 -3.7590e+00 -3.8271e+00 -3.9232e+00 +2.1658e-01 -1.0776e+00 +4.4538e+00 -3.2660e+00 +2.2202e-01 +6.6448e+00 -3.6419e+00 -4.2974e+00
6545 +9.974520795e+01 +9.974520795e+01 +1.356452080e+02 +3.590000000e+01 +2.9619e+00 +1.6583e+00 +4.2080e+00 +2.6506e+00 -4.0945e+00 -3.4494e+00 -1.7774e+00 -2.0362e+00 -1.5157e+00 -3.7590e+00 -3.8271e+00 -3.4756e+00 -1.9810e-01 -1.0776e+00 +3.8368e+00 -3.2660e+00 +2.2202e-01 +6.1311e+00 -3.0372e+00 -4.2974e+00
14900 +6.083296865e+01 +6.083296865e+01 +9.673296865e+01 +3.590000000e+01 +8.3150e-01 +3.7747e+00 +4.0527e+00 +3.3161e+00 -4.4112e+00 -4.2641e+00 -1.2986e+00 -3.7159e+00 -5.1425e-01 -2.7124e+00 -1.5152e+00 -1.6549e+00 -1.2187e+00 -1.1909e+00 -1.4761e-01 -3.5962e+00 +8.3651e-01 +4.0735e+00 -2.8225e+00 -2.5449e+00
17846 +3.930466304e+01 +3.930466304e+01 +7.520466304e+01 +3.590000000e+01 +1.3665e+00 +3.2537e+00 +4.0527e+00 +3.3161e+00 -3.0501e+00 -4.2641e+00 -1.8394e+00 -3.4319e+00 -5.1425e-01 -2.7124e+00 -1.5152e+00 -9.1354e-01 -9.4280e-01 -8.6853e-01 -5.0266e-02 -3.5962e+00 +8.3651e-01 +4.0735e+00 -2.3363e+00 -2.5449e+00
25575 +2.497915478e+01 +2.497915478e+01 +6.087915478e+01 +3.590000000e+01 +2.8789e+00 +1.6583e+00 +3.6726e+00 +3.1689e+00 -2.4803e+00 -2.9271e+00 -2.2719e+00 -2.0362e+00 -1.7672e+00 -3.1940e+00 -2.7108e+00 -5.6806e-01 -6.9014e-01 -1.0776e+00 +2.3931e+00 -3.6209e+00 +9.9742e-01 +4.8889e+00 -2.1346e+00 -3.6851e+00
35009 +1.281850664e+01 +1.281850664e+01 +4.871850664e+01 +3.590000000e+01 +2.7608e+00 +1.5145e+00 +3.5186e+00 +3.4200e+00 -1.9420e+00 -3.1680e+00 -2.2719e+00 -2.0234e+00 -2.1709e+00 -3.7527e+00 -2.4710e+00 -2.8254e-02 -5.1706e-01 -1.0776e+00 +2.0626e+00 -3.8918e+00 +9.1059e-01 +4.2082e+00 -1.1062e+00 -3.8462e+00
36438 +9.745735470e+00 +9.745735470e+00 +4.564573547e+01 +3.590000000e+01 +2.6245e+00 +1.5145e+00 +3.5186e+00 +3.4200e+00 -1.9420e+00 -3.1680e+00 -2.2797e+00 -2.0234e+00 -2.7763e+00 -3.6868e+00 -2.1640e+00 +1.2670e-01 -5.1518e-01 -1.0776e+00 +2.0626e+00 -3.8918e+00 +9.1059e-01 +3.9696e+00 -1.1062e+00 -3.5033e+00
57284 +6.043037057e+00 +6.043037057e+00 +4.194303706e+01 +3.590000000e+01 +2.6245e+00 +1.5145e+00 +3.1794e+00 +3.4200e+00 -1.7376e+00 -3.1680e+00 -2.7816e+00 -2.0234e+00 -2.9177e+00 -3.3043e+00 -2.1640e+00 +6.1757e-01 -5.1518e-01 -1.0776e+00 +1.9276e+00 -3.8918e+00 +9.9382e-01 +3.7714e+00 -1.1062e+00 -3.5033e+00
59453 +3.801106183e+00 +3.801106183e+00 +3.970110618e+01 +3.590000000e+01 +2.4880e+00 +1.3397e+00 +3.1794e+00 +3.4200e+00 -1.7376e+00 -3.1680e+00 -2.7816e+00 -2.0234e+00 -2.9177e+00 -3.3043e+00 -1.9017e+00 +8.2378e-01 -5.1518e-01 -8.7998e-01 +1.7171e+00 -3.8918e+00 +9.9382e-01 +3.5424e+00 -1.1062e+00 -3.5033e+00
80916 +2.511263957e+00 +2.511263957e+00 +3.841126396e+01 +3.590000000e+01 +2.6245e+00 +1.2766e+00 +3.0715e+00 +3.4200e+00 -1.6906e+00 -3.2280e+00 -2.5818e+00 -2.1172e+00 -2.8906e+00 -3.1940e+00 -1.8980e+00 +7.3279e-01 -5.1518e-01 -7.1788e-01 +1.9276e+00 -3.8918e+00 +6.3997e-01 +3.3739e+00 -9.2304e-01 -3.2542e+00
82895 +1.524630257e+00 +1.524630257e+00 +3.742463026e+01 +3.590000000e+01 +2.6245e+00 +1.2766e+00 +3.0270e+00 +3.4200e+00 -1.5977e+00 -3.0723e+00 -2.5818e+00 -2.1172e+00 -2.8906e+00 -3.1940e+00 -1.8736e+00 +1.0033e+00 -5.1518e-01 -5.1524e-01 +1.5466e+00 -3.8918e+00 +6.3997e-01 +3.3739e+00 -9.2304e-01 -3.2542e+00
146104 +9.656738281e-01 +9.656738281e-01 +3.686567383e+01 +3.590000000e+01 +2.6245e+00 +1.2766e+00 +3.0270e+00 +3.4200e+00 -1.4757e+00 -3.0723e+00 -2.5818e+00 -2.1172e+00 -2.9968e+00 -3.1472e+00 -1.7221e+00 +1.2199e+00 -5.1518e-01 -5.1524e-01 +1.5523e+00 -3.8587e+00 +6.3997e-01 +3.2182e+00 -9.2304e-01 -3.2542e+00
227203 +6.303341478e-01 +6.303341478e-01 +3.653033415e+01 +3.590000000e+01 +2.6228e+00 +1.2304e+00 +2.8808e+00 +3.4655e+00 -1.4541e+00 -3.0438e+00 -2.5882e+00 -2.1510e+00 -3.0431e+00 -3.1348e+00 -1.6488e+00 +1.2545e+00 -4.5803e-01 -4.2648e-01 +1.6021e+00 -3.8392e+00 +6.4888e-01 +3.1175e+00 -9.1561e-01 -3.2542e+00
297568 +3.897044099e-01 +3.897044099e-01 +3.628970441e+01 +3.590000000e+01 +2.7852e+00 +1.2262e+00 +2.7318e+00 +3.4512e+00 -1.4484e+00 -3.1207e+00 -2.5535e+00 -2.1442e+00 -3.0180e+00 -3.0824e+00 -1.6096e+00 +1.2218e+00 -4.4225e-01 -4.8345e-01 +1.6413e+00 -3.8326e+00 +6.4777e-01 +3.1631e+00 -8.8171e-01 -3.1602e+00
356830 +2.439709691e-01 +2.439709691e-01 +3.614397097e+01 +3.590000000e+01 +2.7236e+00 +1.1844e+00 +2.7533e+00 +3.4714e+00 -1.4397e+00 -3.0536e+00 -2.5735e+00 -2.1011e+00 -3.1227e+00 -3.0351e+00 -1.6208e+00 +1.2525e+00 -4.3064e-01 -4.5606e-01 +1.7021e+00 -3.8485e+00 +6.4631e-01 +3.0688e+00 -8.0925e-01 -3.1953e+00
433009 +1.581121290e-01 +1.581121290e-01 +3.605811213e+01 +3.590000000e+01 +2.7633e+00 +1.1762e+00 +2.6942e+00 +3.4586e+00 -1.4490e+00 -3.0967e+00 -2.5452e+00 -2.1539e+00 -3.1236e+00 -2.9638e+00 -1.5624e+00 +1.2980e+00 -4.2002e-01 -4.3099e-01 +1.6964e+00 -3.8405e+00 +5.9271e-01 +3.0954e+00 -8.4480e-01 -3.1206e+00
512572 +8.799771214e-02 +8.799771214e-02 +3.598799771e+01 +3.590000000e+01 +2.7797e+00 +1.1470e+00 +2.6530e+00 +3.4510e+00 -1.4254e+00 -3.0879e+00 -2.5355e+00 -2.0724e+00 -3.0916e+00 -2.9535e+00 -1.5723e+00 +1.2995e+00 -3.7982e-01 -4.3277e-01 +1.7048e+00 -3.8170e+00 +6.3021e-01 +3.0740e+00 -8.6003e-01 -3.1195e+00
591818 +5.911412948e-02 +5.911412948e-02 +3.595911413e+01 +3.590000000e+01 +2.7818e+00 +1.1378e+00 +2.6519e+00 +3.4433e+00 -1.4606e+00 -3.0896e+00 -2.5174e+00 -2.1237e+00 -3.1090e+00 -2.9316e+00 -1.5472e+00 +1.3305e+00 -3.6656e-01 -4.0133e-01 +1.6949e+00 -3.8062e+00 +6.2037e-01 +3.0323e+00 -8.4512e-01 -3.0957e+00
660507 +3.889343335e-02 +3.889343335e-02 +3.593889343e+01 +3.590000000e+01 +2.7733e+00 +1.1582e+00 +2.6409e+00 +3.4512e+00 -1.4347e+00 -3.1213e+00 -2.5445e+00 -2.1169e+00 -3.1202e+00 -2.9217e+00 -1.5471e+00 +1.3327e+00 -3.7381e-01 -4.1486e-01 +1.6975e+00 -3.7974e+00 +6.2371e-01 +2.9939e+00 -8.5115e-01 -3.1025e+00
736785 +2.490860234e-02 +2.490860234e-02 +3.592490860e+01 +3.590000000e+01 +2.7757e+00 +1.1390e+00 +2.6375e+00 +3.4506e+00 -1.4341e+00 -3.1218e+00 -2.5445e+00 -2.1286e+00 -3.1282e+00 -2.9193e+00 -1.5287e+00 +1.3355e+00 -3.7240e-01 -4.1355e-01 +1.6967e+00 -3.7866e+00 +6.2162e-01 +2.9933e+00 -8.4134e-01 -3.1053e+00
769140 +1.562626031e-02 +1.562626031e-02 +3.591562626e+01 +3.590000000e+01 +2.7722e+00 +1.1381e+00 +2.6151e+00 +3.4402e+00 -1.4310e+00 -3.1098e+00 -2.5482e+00 -2.1105e+00 -3.1406e+00 -2.9337e+00 -1.5261e+00 +1.3476e+00 -3.6525e-01 -4.1081e-01 +1.7174e+00 -3.7886e+00 +6.3245e-01 +2.9954e+00 -8.2924e-01 -3.1063e+00
846797 +9.921960955e-03 +9.921960955e-03 +3.590992196e+01 +3.590000000e+01 +2.7746e+00 +1.1210e+00 +2.5957e+00 +3.4286e+00 -1.4389e+00 -3.1148e+00 -2.5422e+00 -2.1322e+00 -3.1358e+00 -2.9238e+00 -1.5111e+00 +1.3493e+00 -3.4846e-01 -4.1216e-01 +1.7161e+00 -3.7775e+00 +6.2952e-01 +2.9807e+00 -8.3451e-01 -3.1078e+00
924535 +4.667477861e-03 +4.667477861e-03 +3.590466748e+01 +3.590000000e+01 +2.7794e+00 +1.1215e+00 +2.5951e+00 +3.4280e+00 -1.4348e+00 -3.1164e+00 -2.5480e+00 -2.1265e+00 -3.1459e+00 -2.9076e+00 -1.5120e+00 +1.3482e+00 -3.5106e-01 -4.0968e-01 +1.7340e+00 -3.7771e+00 +6.3000e-01 +2.9792e+00 -8.2135e-01 -3.1015e+00
966065 +3.383147113e-03 +3.383147113e-03 +3.590338315e+01 +3.590000000e+01 +2.7747e+00 +1.1194e+00 +2.5959e+00 +3.4347e+00 -1.4338e+00 -3.1067e+00 -2.5459e+00 -2.1192e+00 -3.1521e+00 -2.9126e+00 -1.5085e+00 +1.3528e+00 -3.5010e-01 -4.0619e-01 +1.7368e+00 -3.7815e+00 +6.3293e-01 +2.9778e+00 -8.1961e-01 -3.0994e+00
1005520 +2.428686225e-03 +2.428686225e-03 +3.590242869e+01 +3.590000000e+01 +2.7829e+00 +1.1211e+00 +2.5941e+00 +3.4320e+00 -1.4248e+00 -3.1064e+00 -2.5472e+00 -2.1247e+00 -3.1565e+00 -2.9085e+00 -1.5089e+00 +1.3514e+00 -3.5033e-01 -4.1051e-01 +1.7363e+00 -3.7777e+00 +6.2828e-01 +2.9781e+00 -8.1477e-01 -3.0958e+00
1051611 +1.512532424e-03 +1.512532424e-03 +3.590151253e+01 +3.590000000e+01 +2.7830e+00 +1.1159e+00 +2.5949e+00 +3.4323e+00 -1.4307e+00 -3.0973e+00 -2.5486e+00 -2.1221e+00 -3.1567e+00 -2.9085e+00 -1.5079e+00 +1.3551e+00 -3.4773e-01 -4.0868e-01 +1.7403e+00 -3.7797e+00 +6.2759e-01 +2.9758e+00 -8.1990e-01 -3.0987e+00
1140478 +9.543730103e-04 +9.543730103e-04 +3.590095437e+01 +3.590000000e+01 +2.7809e+00 +1.1160e+00 +2.5915e+00 +3.4307e+00 -1.4293e+00 -3.0991e+00 -2.5476e+00 -2.1200e+00 -3.1559e+00 -2.9085e+00 -1.5080e+00 +1.3557e+00 -3.4435e-01 -4.0661e-01 +1.7365e+00 -3.7789e+00 +6.3011e-01 +2.9738e+00 -8.1937e-01 -3.0974e+00
1256076 +5.230270242e-04 +5.230270242e-04 +3.590052303e+01 +3.590000000e+01 +2.7799e+00 +1.1149e+00 +2.5908e+00 +3.4297e+00 -1.4284e+00 -3.1016e+00 -2.5473e+00 -2.1192e+00 -3.1598e+00 -2.9079e+00 -1.5074e+00 +1.3570e+00 -3.4307e-01 -4.0632e-01 +1.7400e+00 -3.7762e+00 +6.2867e-01 +2.9703e+00 -8.1774e-01 -3.0960e+00
1317454 +3.502352145e-04 +3.502352145e-04 +3.590035024e+01 +3.590000000e+01 +2.7806e+00 +1.1154e+00 +2.5906e+00 +3.4299e+00 -1.4274e+00 -3.0986e+00 -2.5480e+00 -2.1185e+00 -3.1595e+00 -2.9069e+00 -1.5083e+00 +1.3596e+00 -3.4598e-01 -4.0599e-01 +1.7401e+00 -3.7766e+00 +6.2958e-01 +2.9714e+00 -8.1828e-01 -3.0971e+00
1357251 +2.331250981e-04 +2.331250981e-04 +3.590023313e+01 +3.590000000e+01 +2.7802e+00 +1.1148e+00 +2.5894e+00 +3.4283e+00 -1.4287e+00 -3.0984e+00 -2.5465e+00 -2.1192e+00 -3.1610e+00 -2.9051e+00 -1.5068e+00 +1.3583e+00 -3.4377e-01 -4.0630e-01 +1.7407e+00 -3.7754e+00 +6.2935e-01 +2.9690e+00 -8.1667e-01 -3.0944e+00
1394361 +1.575376630e-04 +1.575376630e-04 +3.590015754e+01 +3.590000000e+01 +2.7807e+00 +1.1152e+00 +2.5899e+00 +3.4290e+00 -1.4271e+00 -3.0974e+00 -2.5481e+00 -2.1182e+00 -3.1621e+00 -2.9066e+00 -1.5082e+00 +1.3591e+00 -3.4397e-01 -4.0605e-01 +1.7414e+00 -3.7764e+00 +6.2927e-01 +2.9694e+00 -8.1538e-01 -3.0957e+00
1492270 +9.908870594e-05 +9.908870594e-05 +3.590009909e+01 +3.590000000e+01 +2.7810e+00 +1.1144e+00 +2.5892e+00 +3.4287e+00 -1.4268e+00 -3.0970e+00 -2.5482e+00 -2.1179e+00 -3.1611e+00 -2.9055e+00 -1.5077e+00 +1.3605e+00 -3.4412e-01 -4.0591e-01 +1.7408e+00 -3.7764e+00 +6.2883e-01 +2.9692e+00 -8.1611e-01 -3.0958e+00
1552536 +5.588994473e-05 +5.588994473e-05 +3.590005589e+01 +3.590000000e+01 +2.7815e+00 +1.1144e+00 +2.5876e+00 +3.4284e+00 -1.4269e+00 -3.0975e+00 -2.5477e+00 -2.1183e+00 -3.1626e+00 -2.9057e+00 -1.5069e+00 +1.3611e+00 -3.4393e-01 -4.0628e-01 +1.7414e+00 -3.7761e+00 +6.2948e-01 +2.9688e+00 -8.1534e-01 -3.0960e+00
1592235 +3.971480649e-05 +3.971480649e-05 +3.590003971e+01 +3.590000000e+01 +2.7813e+00 +1.1145e+00 +2.5879e+00 +3.4283e+00 -1.4265e+00 -3.0969e+00 -2.5481e+00 -2.1183e+00 -3.1628e+00 -2.9048e+00 -1.5078e+00 +1.3608e+00 -3.4426e-01 -4.0658e-01 +1.7418e+00 -3.7761e+00 +6.2925e-01 +2.9687e+00 -8.1527e-01 -3.0956e+00
1676583 +2.486330963e-05 +2.486330963e-05 +3.590002486e+01 +3.590000000e+01 +2.7814e+00 +1.1141e+00 +2.5875e+00 +3.4283e+00 -1.4268e+00 -3.0965e+00 -2.5478e+00 -2.1181e+00 -3.1625e+00 -2.9051e+00 -1.5073e+00 +1.3610e+00 -3.4441e-01 -4.0635e-01 +1.7419e+00 -3.7762e+00 +6.2994e-01 +2.9686e+00 -8.1555e-01 -3.0954e+00
1696912 +1.566803627e-05 +1.566803627e-05 +3.590001567e+01 +3.590000000e+01 +2.7813e+00 +1.1138e+00 +2.5874e+00 +3.4281e+00 -1.4263e+00 -3.0966e+00 -2.5481e+00 -2.1181e+00 -3.1626e+00 -2.9048e+00 -1.5073e+00 +1.3613e+00 -3.4421e-01 -4.0600e-01 +1.7420e+00 -3.7762e+00 +6.2971e-01 +2.9685e+00 -8.1555e-01 -3.0956e+00
1795152 +9.574394269e-06 +9.574394269e-06 +3.590000957e+01 +3.590000000e+01 +2.7813e+00 +1.1140e+00 +2.5876e+00 +3.4281e+00 -1.4264e+00 -3.0964e+00 -2.5481e+00 -2.1177e+00 -3.1629e+00 -2.9051e+00 -1.5074e+00 +1.3612e+00 -3.4428e-01 -4.0580e-01 +1.7421e+00 -3.7761e+00 +6.2974e-01 +2.9685e+00 -8.1545e-01 -3.0951e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.792441839e+06 +1.792441839e+06 +1.792473209e+06 +3.137000000e+01 -1.0664e+00 +4.8949e+00 +2.7556e+00 -3.5445e+00 -4.3533e+00 +1.1412e+00 +2.4958e+00 -1.9222e+00 +3.5766e-01 -7.0911e-01 +2.0035e+00 -3.7703e+00 +4.4722e-01 -2.3491e+00 -1.6524e+00 -2.5029e+00 +4.9151e+00 +4.0930e+00 +4.5577e-01 +2.6915e+00
389 +9.194218958e+04 +9.194218958e+04 +9.197355958e+04 +3.137000000e+01 +4.7311e+00 +1.7942e+00 -3.4813e+00 +9.6176e-01 -4.5925e+00 +2.1331e-01 -3.2557e+00 +3.4549e+00 -4.6849e+00 +1.1897e+00 -1.3138e+00 +2.4923e+00 +3.1535e+00 -2.8106e+00 +2.9626e+00 -1.9960e+00 -1.0574e+00 -4.7011e+00 -4.2014e+00 -2.0873e-01
578 +3.204734003e+04 +3.204734003e+04 +3.207871003e+04 +3.137000000e+01 +3.7278e+00 +1.1305e-01 -3.5528e+00 +4.3230e+00 -4.5925e+00 +2.1331e-01 -3.2557e+00 +3.4549e+00 -4.6849e+00 +1.1897e+00 -1.3138e+00 +2.4923e+00 +3.1535e+00 -2.8106e+00 +2.8943e+00 -1.9960e+00 -1.0365e+00 -3.4674e+00 -1.9923e+00 -4.7696e+00
767 +6.832012407e+03 +6.832012407e+03 +6.863382407e+03 +3.137000000e+01 +2.7939e+00 -4.3236e-01 -4.4605e+00 +4.6692e+00 -3.6451e+00 +2.2839e-01 -4.0813e+00 +4.4751e+00 -2.5723e+00 +2.5152e-02 +9.4597e-01 +3.2629e+00 +3.0588e+00 -2.2387e+00 +3.3429e+00 +1.9804e+00 +2.0727e+00 -3.3908e+00 -1.1970e+00 -1.7074e+00
958 +3.165161612e+03 +3.165161612e+03 +3.196531612e+03 +3.137000000e+01 +2.7939e+00 -4.3236e-01 -4.4605e+00 +4.6692e+00 -3.5336e+00 +2.2839e-01 -4.0813e+00 +4.4751e+00 -2.5723e+00 +2.5152e-02 +9.4597e-01 +2.2835e+00 +3.0588e+00 -2.2387e+00 +3.3429e+00 +1.2085e+00 +2.0727e+00 -3.3908e+00 -1.1970e+00 -1.7074e+00
1146 +1.182474503e+03 +1.182474503e+03 +1.213844503e+03 +3.137000000e+01 +2.7939e+00 -4.3236e-01 -4.4605e+00 +4.6692e+00 -3.6451e+00 +2.2839e-01 -4.0813e+00 +4.4751e+00 -2.7320e+00 -1.7076e+00 -3.5345e+00 +3.8678e+00 +2.8125e+00 -2.8106e+00 +2.9626e+00 -1.9960e+00 +2.0727e+00 -3.3908e+00 -1.5378e+00 -1.8683e+00
1334 +3.300974180e+02 +3.300974180e+02 +3.614674180e+02 +3.137000000e+01 +2.7939e+00 -4.3236e-01 -4.4605e+00 +5.1835e+00 -4.5925e+00 +2.1331e-01 -3.6408e+00 +9.9887e-01 -2.7320e+00 -1.7076e+00 -3.5345e+00 +3.8678e+00 +2.8125e+00 -2.8106e+00 +2.9626e+00 -1.9960e+00 +2.0727e+00 -3.3908e+00 -1.5378e+00 -1.8683e+00
1524 +2.096829348e+02 +2.096829348e+02 +2.410529348e+02 +3.137000000e+01 +2.7939e+00 -1.2905e+00 -4.4605e+00 +4.6692e+00 -3.5336e+00 -1.9182e-01 -4.0813e+00 +4.4751e+00 -2.8916e+00 +2.5152e-02 +9.4597e-01 +2.2835e+00 +3.0588e+00 -2.2387e+00 +3.3429e+00 +1.2085e+00 +2.0727e+00 -3.3908e+00 -1.5378e+00 -1.8683e+00
2102 +1.498742791e+02 +1.498742791e+02 +1.812442791e+02 +3.137000000e+01 +2.7939e+00 -8.3316e-01 -4.4605e+00 +4.6692e+00 -3.6451e+00 +2.2839e-01 -4.0813e+00 +4.4751e+00 -2.5723e+00 -5.5743e-01 +9.4597e-01 +2.1644e+00 +2.5325e+00 -9.5840e-01 +2.9911e+00 +1.2085e+00 +2.0727e+00 -3.3908e+00 -1.1970e+00 -2.2135e+00
3637 +9.653712455e+01 +9.653712455e+01 +1.279071245e+02 +3.137000000e+01 +2.1008e+00 -8.3316e-01 -5.3867e+00 +4.9428e+00 -1.9754e+00 +2.2839e-01 -4.0813e+00 +4.4681e+00 -1.4394e+00 -5.5743e-01 -2.9634e-01 +2.1644e+00 +1.5636e+00 +1.2333e+00 +2.5501e+00 +1.4750e+00 +1.2300e+00 -3.3908e+00 -1.0735e+00 -2.2135e+00
4585 +6.132838772e+01 +6.132838772e+01 +9.269838772e+01 +3.137000000e+01 +2.1008e+00 +3.0011e-01 -5.3867e+00 +4.8053e+00 -1.9754e+00 +7.0499e-01 -4.0813e+00 +4.1402e+00 -1.1526e+00 -5.5743e-01 -2.9634e-01 +2.1644e+00 +5.2668e-01 +1.4580e+00 +1.5879e+00 +1.2085e+00 +1.0924e+00 -2.9560e+00 -1.0855e+00 -2.2135e+00
