% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4904 +1.422354438e+00 +1.422354438e+00 +8.090235444e+01 +7.948000000e+01 -2.4432e-01 -8.6034e-01 -6.4827e-01 +1.4620e+00 -3.2523e+00 +4.8791e-01 -1.7023e-01 +4.6763e-02 -1.5369e+00 -3.0850e+00 -3.9849e+00 +2.1582e+00 +1.2624e+00 -2.8870e-01 +3.6889e+00 +2.7196e+00 -5.3089e-01 -4.1258e+00 +2.5759e+00 +1.7062e+00
5279 +8.899766221e-01 +8.899766221e-01 +8.036997662e+01 +7.948000000e+01 +3.5451e-01 -8.6034e-01 -6.4827e-01 +1.4620e+00 -2.5679e+00 +4.8791e-01 -1.7023e-01 +4.6763e-02 -1.5369e+00 -3.0850e+00 -4.1479e+00 +1.9284e+00 +1.2624e+00 -2.8870e-01 +3.6889e+00 +2.7196e+00 -5.3089e-01 -4.1258e+00 +2.5759e+00 +1.6455e+00
5856 +6.155353677e-01 +6.155353677e-01 +8.009553537e+01 +7.948000000e+01 +3.5451e-01 -8.6034e-01 -6.4827e-01 +1.8745e+00 -2.5679e+00 +4.8791e-01 -1.7023e-01 +1.4599e-01 -1.5369e+00 -3.0850e+00 -3.9849e+00 +2.1582e+00 +1.2624e+00 -2.8870e-01 +3.6889e+00 +2.7196e+00 -5.3089e-01 -4.1258e+00 +2.5759e+00 +1.6455e+00
6989 +3.641128295e-01 +3.641128295e-01 +7.984411283e+01 +7.948000000e+01 +3.5451e-01 -9.4146e-01 -6.4827e-01 +1.8614e+00 -2.5679e+00 +4.8791e-01 -1.7023e-01 +1.4599e-01 -1.5369e+00 -3.0850e+00 -3.9849e+00 +1.9284e+00 +1.2624e+00 -2.8870e-01 +3.6889e+00 +2.7196e+00 -3.4439e-01 -4.1258e+00 +2.5759e+00 +1.3738e+00
7549 +2.392369403e-01 +2.392369403e-01 +7.971923694e+01 +7.948000000e+01 +3.5451e-01 -9.4146e-01 -6.4827e-01 +1.8614e+00 -2.5679e+00 +4.8791e-01 -1.7023e-01 +1.4599e-01 -1.5369e+00 -3.0850e+00 -3.9849e+00 +2.1582e+00 +1.1008e+00 -2.2782e-03 +3.6889e+00 +2.8631e+00 -3.4439e-01 -3.9239e+00 +2.5759e+00 +1.3738e+00
8664 +1.386559772e-01 +1.386559772e-01 +7.961865598e+01 +7.948000000e+01 +3.5451e-01 -1.2516e+00 -6.4827e-01 +1.8614e+00 -2.5679e+00 +4.8791e-01 -1.7023e-01 +1.4599e-01 -1.5369e+00 -3.0850e+00 -3.9849e+00 +2.0241e+00 +1.1008e+00 -2.2782e-03 +3.6889e+00 +2.8631e+00 -3.4439e-01 -3.9239e+00 +2.4130e+00 +1.3738e+00
16807 +9.878468704e-02 +9.878468704e-02 +7.957878469e+01 +7.948000000e+01 +2.3738e-01 -1.1509e+00 -8.6708e-01 +1.8891e+00 -2.8179e+00 +4.1089e-01 -1.0855e-02 +5.6541e-02 -1.7086e+00 -3.0577e+00 -3.8432e+00 +2.0118e+00 +1.1861e+00 +1.0591e-02 +3.7350e+00 +2.9389e+00 -4.9199e-02 -3.9323e+00 +2.3757e+00 +1.4104e+00
17781 +6.268075020e-02 +6.268075020e-02 +7.954268075e+01 +7.948000000e+01 +2.3738e-01 -1.1509e+00 -8.6708e-01 +1.8891e+00 -2.6620e+00 +4.1089e-01 -1.1123e-01 +5.6541e-02 -1.7086e+00 -3.0550e+00 -3.8432e+00 +2.0118e+00 +1.1996e+00 -7.6325e-02 +3.7350e+00 +2.9389e+00 -4.9199e-02 -3.9323e+00 +2.3757e+00 +1.4104e+00
18762 +3.702556956e-02 +3.702556956e-02 +7.951702557e+01 +7.948000000e+01 +2.3738e-01 -1.1509e+00 -8.2949e-01 +1.8891e+00 -2.6620e+00 +4.1089e-01 -1.3959e-01 +5.6541e-02 -1.7086e+00 -3.0577e+00 -3.8432e+00 +2.0118e+00 +1.0288e+00 -7.6325e-02 +3.6668e+00 +2.9389e+00 -4.9199e-02 -3.9323e+00 +2.3757e+00 +1.4104e+00
19151 +2.360723163e-02 +2.360723163e-02 +7.950360723e+01 +7.948000000e+01 +2.3738e-01 -1.1509e+00 -7.8150e-01 +1.8891e+00 -2.6620e+00 +4.1089e-01 -1.3959e-01 +5.6541e-02 -1.7086e+00 -3.0577e+00 -3.8432e+00 +2.0118e+00 +1.0288e+00 -7.6325e-02 +3.6668e+00 +2.9389e+00 -1.3574e-01 -3.9323e+00 +2.3757e+00 +1.4104e+00
34031 +1.417743278e-02 +1.417743278e-02 +7.949417743e+01 +7.948000000e+01 +2.0960e-01 -1.1650e+00 -7.2391e-01 +1.9255e+00 -2.6854e+00 +4.7957e-01 -1.7023e-01 +9.6833e-02 -1.6511e+00 -3.0348e+00 -3.8192e+00 +2.0146e+00 +1.1008e+00 -1.2008e-01 +3.6889e+00 +2.9067e+00 -1.6379e-01 -3.9248e+00 +2.3357e+00 +1.3738e+00
35932 +9.713662448e-03 +9.713662448e-03 +7.948971366e+01 +7.948000000e+01 +2.5848e-01 -1.1650e+00 -7.2391e-01 +1.9255e+00 -2.6854e+00 +4.7957e-01 -1.7023e-01 +1.1684e-01 -1.6511e+00 -3.0348e+00 -3.8329e+00 +2.0146e+00 +1.0884e+00 -1.2008e-01 +3.6715e+00 +2.9067e+00 -1.6379e-01 -3.9248e+00 +2.3357e+00 +1.3738e+00
46333 +5.813559698e-03 +5.813559698e-03 +7.948581356e+01 +7.948000000e+01 +2.5603e-01 -1.1596e+00 -7.5067e-01 +1.9244e+00 -2.6652e+00 +4.5682e-01 -1.5277e-01 +1.4599e-01 -1.6270e+00 -3.0348e+00 -3.8460e+00 +2.0241e+00 +1.1008e+00 -5.5967e-02 +3.6632e+00 +2.9065e+00 -1.0788e-01 -3.9239e+00 +2.3517e+00 +1.3738e+00
47263 +3.949136403e-03 +3.949136403e-03 +7.948394914e+01 +7.948000000e+01 +2.5603e-01 -1.1596e+00 -7.3632e-01 +1.9244e+00 -2.6652e+00 +4.4460e-01 -1.5277e-01 +1.1300e-01 -1.6270e+00 -3.0348e+00 -3.8460e+00 +2.0241e+00 +1.0869e+00 -5.5967e-02 +3.6632e+00 +2.9065e+00 -1.0788e-01 -3.9239e+00 +2.3517e+00 +1.3653e+00
75147 +2.494459971e-03 +2.494459971e-03 +7.948249446e+01 +7.948000000e+01 +2.6737e-01 -1.1620e+00 -7.2358e-01 +1.9264e+00 -2.6932e+00 +4.3308e-01 -1.2684e-01 +1.2042e-01 -1.6261e+00 -3.0295e+00 -3.8353e+00 +2.0119e+00 +1.0711e+00 -9.6729e-02 +3.6719e+00 +2.9033e+00 -1.3134e-01 -3.9238e+00 +2.3587e+00 +1.3663e+00
76947 +1.571516635e-03 +1.571516635e-03 +7.948157152e+01 +7.948000000e+01 +2.6732e-01 -1.1642e+00 -7.2658e-01 +1.9224e+00 -2.6780e+00 +4.3634e-01 -1.1459e-01 +1.1578e-01 -1.6392e+00 -3.0367e+00 -3.8449e+00 +2.0171e+00 +1.0786e+00 -8.8159e-02 +3.6746e+00 +2.9129e+00 -1.3145e-01 -3.9238e+00 +2.3638e+00 +1.3678e+00
77547 +7.927620768e-04 +7.927620768e-04 +7.948079276e+01 +7.948000000e+01 +2.5691e-01 -1.1685e+00 -7.2113e-01 +1.9159e+00 -2.6815e+00 +4.3319e-01 -1.2290e-01 +1.1536e-01 -1.6384e+00 -3.0408e+00 -3.8454e+00 +2.0190e+00 +1.0780e+00 -8.1169e-02 +3.6482e+00 +2.9146e+00 -1.2631e-01 -3.9256e+00 +2.3602e+00 +1.3693e+00
95615 +5.865309411e-04 +5.865309411e-04 +7.948058653e+01 +7.948000000e+01 +2.5514e-01 -1.1602e+00 -7.2735e-01 +1.9263e+00 -2.6756e+00 +4.4126e-01 -1.1930e-01 +1.1488e-01 -1.6437e+00 -3.0348e+00 -3.8543e+00 +2.0224e+00 +1.0867e+00 -8.9218e-02 +3.6555e+00 +2.9053e+00 -1.2225e-01 -3.9240e+00 +2.3620e+00 +1.3637e+00
96215 +3.642835206e-04 +3.642835206e-04 +7.948036428e+01 +7.948000000e+01 +2.5351e-01 -1.1646e+00 -7.2656e-01 +1.9280e+00 -2.6831e+00 +4.4376e-01 -1.1664e-01 +1.2184e-01 -1.6379e+00 -3.0385e+00 -3.8517e+00 +2.0146e+00 +1.0896e+00 -8.8533e-02 +3.6508e+00 +2.9048e+00 -1.2299e-01 -3.9248e+00 +2.3661e+00 +1.3649e+00
96615 +2.309939432e-04 +2.309939432e-04 +7.948023099e+01 +7.948000000e+01 +2.5322e-01 -1.1628e+00 -7.2157e-01 +1.9266e+00 -2.6814e+00 +4.4205e-01 -1.1499e-01 +1.1903e-01 -1.6422e+00 -3.0464e+00 -3.8499e+00 +2.0170e+00 +1.0894e+00 -8.3793e-02 +3.6432e+00 +2.9012e+00 -1.2481e-01 -3.9245e+00 +2.3658e+00 +1.3617e+00
153158 +1.084645566e-04 +1.084645566e-04 +7.948010846e+01 +7.948000000e+01 +2.5267e-01 -1.1554e+00 -7.2441e-01 +1.9243e+00 -2.6791e+00 +4.3845e-01 -1.1696e-01 +1.1974e-01 -1.6344e+00 -3.0505e+00 -3.8476e+00 +2.0126e+00 +1.0912e+00 -8.5662e-02 +3.6486e+00 +2.9100e+00 -1.2427e-01 -3.9264e+00 +2.3608e+00 +1.3613e+00
153758 +9.207895984e-05 +9.207895984e-05 +7.948009208e+01 +7.948000000e+01 +2.5131e-01 -1.1552e+00 -7.2593e-01 +1.9252e+00 -2.6791e+00 +4.3854e-01 -1.1702e-01 +1.1927e-01 -1.6351e+00 -3.0500e+00 -3.8497e+00 +2.0123e+00 +1.0913e+00 -8.7649e-02 +3.6488e+00 +2.9103e+00 -1.2415e-01 -3.9258e+00 +2.3599e+00 +1.3609e+00
154558 +5.597204444e-05 +5.597204444e-05 +7.948005597e+01 +7.948000000e+01 +2.5259e-01 -1.1550e+00 -7.2524e-01 +1.9293e+00 -2.6791e+00 +4.3877e-01 -1.1399e-01 +1.1965e-01 -1.6376e+00 -3.0529e+00 -3.8560e+00 +2.0134e+00 +1.0905e+00 -8.7032e-02 +3.6472e+00 +2.9105e+00 -1.2415e-01 -3.9285e+00 +2.3611e+00 +1.3597e+00
163958 +3.351379760e-05 +3.351379760e-05 +7.948003351e+01 +7.948000000e+01 +2.5203e-01 -1.1580e+00 -7.2503e-01 +1.9255e+00 -2.6789e+00 +4.3907e-01 -1.1702e-01 +1.2030e-01 -1.6379e+00 -3.0508e+00 -3.8521e+00 +2.0166e+00 +1.0850e+00 -8.5751e-02 +3.6496e+00 +2.9069e+00 -1.2437e-01 -3.9286e+00 +2.3621e+00 +1.3619e+00
204055 +2.510692752e-05 +2.510692752e-05 +7.948002511e+01 +7.948000000e+01 +2.5172e-01 -1.1570e+00 -7.2238e-01 +1.9282e+00 -2.6789e+00 +4.3849e-01 -1.1683e-01 +1.2072e-01 -1.6372e+00 -3.0503e+00 -3.8519e+00 +2.0152e+00 +1.0868e+00 -8.7147e-02 +3.6445e+00 +2.9117e+00 -1.2449e-01 -3.9284e+00 +2.3626e+00 +1.3604e+00
210855 +1.573772634e-05 +1.573772634e-05 +7.948001574e+01 +7.948000000e+01 +2.5188e-01 -1.1557e+00 -7.2406e-01 +1.9273e+00 -2.6795e+00 +4.3800e-01 -1.1666e-01 +1.1881e-01 -1.6364e+00 -3.0507e+00 -3.8522e+00 +2.0159e+00 +1.0866e+00 -8.6689e-02 +3.6462e+00 +2.9100e+00 -1.2482e-01 -3.9276e+00 +2.3629e+00 +1.3605e+00
212455 +9.885192128e-06 +9.885192128e-06 +7.948000989e+01 +7.948000000e+01 +2.5289e-01 -1.1567e+00 -7.2377e-01 +1.9261e+00 -2.6807e+00 +4.3769e-01 -1.1674e-01 +1.2076e-01 -1.6375e+00 -3.0522e+00 -3.8520e+00 +2.0157e+00 +1.0862e+00 -8.6743e-02 +3.6473e+00 +2.9101e+00 -1.2519e-01 -3.9278e+00 +2.3625e+00 +1.3593e+00
213055 +5.022969574e-06 +5.022969574e-06 +7.948000502e+01 +7.948000000e+01 +2.5233e-01 -1.1571e+00 -7.2406e-01 +1.9258e+00 -2.6807e+00 +4.3931e-01 -1.1667e-01 +1.2037e-01 -1.6376e+00 -3.0517e+00 -3.8532e+00 +2.0153e+00 +1.0860e+00 -8.6516e-02 +3.6471e+00 +2.9100e+00 -1.2419e-01 -3.9288e+00 +2.3630e+00 +1.3590e+00
272348 +3.428313278e-06 +3.428313278e-06 +7.948000343e+01 +7.948000000e+01 +2.5247e-01 -1.1568e+00 -7.2341e-01 +1.9260e+00 -2.6810e+00 +4.3910e-01 -1.1674e-01 +1.2021e-01 -1.6377e+00 -3.0514e+00 -3.8533e+00 +2.0158e+00 +1.0861e+00 -8.6783e-02 +3.6468e+00 +2.9097e+00 -1.2424e-01 -3.9286e+00 +2.3616e+00 +1.3587e+00
277548 +2.496474181e-06 +2.496474181e-06 +7.948000250e+01 +7.948000000e+01 +2.5264e-01 -1.1565e+00 -7.2342e-01 +1.9261e+00 -2.6810e+00 +4.3967e-01 -1.1673e-01 +1.2025e-01 -1.6377e+00 -3.0514e+00 -3.8528e+00 +2.0165e+00 +1.0863e+00 -8.6978e-02 +3.6472e+00 +2.9099e+00 -1.2498e-01 -3.9294e+00 +2.3618e+00 +1.3586e+00
280948 +1.468674938e-06 +1.468674938e-06 +7.948000147e+01 +7.948000000e+01 +2.5266e-01 -1.1561e+00 -7.2392e-01 +1.9261e+00 -2.6810e+00 +4.3882e-01 -1.1672e-01 +1.2009e-01 -1.6380e+00 -3.0515e+00 -3.8534e+00 +2.0160e+00 +1.0866e+00 -8.6577e-02 +3.6472e+00 +2.9089e+00 -1.2474e-01 -3.9285e+00 +2.3621e+00 +1.3586e+00
281748 +8.595866632e-07 +8.595866632e-07 +7.948000086e+01 +7.948000000e+01 +2.5252e-01 -1.1568e+00 -7.2383e-01 +1.9258e+00 -2.6809e+00 +4.3922e-01 -1.1672e-01 +1.2020e-01 -1.6380e+00 -3.0510e+00 -3.8532e+00 +2.0163e+00 +1.0866e+00 -8.6473e-02 +3.6472e+00 +2.9089e+00 -1.2467e-01 -3.9280e+00 +2.3626e+00 +1.3587e+00
337971 +4.944101164e-07 +4.944101164e-07 +7.948000049e+01 +7.948000000e+01 +2.5320e-01 -1.1568e+00 -7.2387e-01 +1.9264e+00 -2.6808e+00 +4.3922e-01 -1.1669e-01 +1.1992e-01 -1.6380e+00 -3.0510e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6559e-02 +3.6472e+00 +2.9086e+00 -1.2496e-01 -3.9281e+00 +2.3625e+00 +1.3584e+00
339771 +2.588307666e-07 +2.588307666e-07 +7.948000026e+01 +7.948000000e+01 +2.5290e-01 -1.1567e+00 -7.2387e-01 +1.9265e+00 -2.6808e+00 +4.3927e-01 -1.1670e-01 +1.1994e-01 -1.6378e+00 -3.0511e+00 -3.8533e+00 +2.0160e+00 +1.0866e+00 -8.6626e-02 +3.6472e+00 +2.9088e+00 -1.2494e-01 -3.9278e+00 +2.3623e+00 +1.3584e+00
340171 +1.921364543e-07 +1.921364543e-07 +7.948000019e+01 +7.948000000e+01 +2.5273e-01 -1.1568e+00 -7.2394e-01 +1.9263e+00 -2.6808e+00 +4.3932e-01 -1.1670e-01 +1.1992e-01 -1.6377e+00 -3.0511e+00 -3.8534e+00 +2.0159e+00 +1.0864e+00 -8.6632e-02 +3.6472e+00 +2.9088e+00 -1.2496e-01 -3.9279e+00 +2.3623e+00 +1.3585e+00
340771 +1.366461504e-07 +1.366461504e-07 +7.948000014e+01 +7.948000000e+01 +2.5285e-01 -1.1569e+00 -7.2401e-01 +1.9264e+00 -2.6808e+00 +4.3933e-01 -1.1652e-01 +1.1975e-01 -1.6377e+00 -3.0511e+00 -3.8535e+00 +2.0159e+00 +1.0864e+00 -8.6507e-02 +3.6472e+00 +2.9088e+00 -1.2477e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
341171 +8.966094356e-08 +8.966094356e-08 +7.948000009e+01 +7.948000000e+01 +2.5279e-01 -1.1568e+00 -7.2403e-01 +1.9263e+00 -2.6808e+00 +4.3933e-01 -1.1667e-01 +1.2013e-01 -1.6376e+00 -3.0512e+00 -3.8535e+00 +2.0159e+00 +1.0864e+00 -8.6407e-02 +3.6472e+00 +2.9088e+00 -1.2470e-01 -3.9279e+00 +2.3624e+00 +1.3584e+00
341571 +5.823368099e-08 +5.823368099e-08 +7.948000006e+01 +7.948000000e+01 +2.5278e-01 -1.1569e+00 -7.2408e-01 +1.9264e+00 -2.6808e+00 +4.3933e-01 -1.1679e-01 +1.2006e-01 -1.6376e+00 -3.0511e+00 -3.8535e+00 +2.0159e+00 +1.0864e+00 -8.6437e-02 +3.6472e+00 +2.9088e+00 -1.2477e-01 -3.9279e+00 +2.3624e+00 +1.3584e+00
392238 +3.791986103e-08 +3.791986103e-08 +7.948000004e+01 +7.948000000e+01 +2.5284e-01 -1.1566e+00 -7.2401e-01 +1.9264e+00 -2.6809e+00 +4.3919e-01 -1.1676e-01 +1.2034e-01 -1.6376e+00 -3.0512e+00 -3.8535e+00 +2.0160e+00 +1.0864e+00 -8.6272e-02 +3.6472e+00 +2.9089e+00 -1.2486e-01 -3.9279e+00 +2.3624e+00 +1.3585e+00
399038 +2.066076377e-08 +2.066076377e-08 +7.948000002e+01 +7.948000000e+01 +2.5283e-01 -1.1568e+00 -7.2395e-01 +1.9264e+00 -2.6808e+00 +4.3916e-01 -1.1676e-01 +1.2001e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6386e-02 +3.6472e+00 +2.9088e+00 -1.2482e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
400438 +1.517609860e-08 +1.517609860e-08 +7.948000002e+01 +7.948000000e+01 +2.5285e-01 -1.1568e+00 -7.2397e-01 +1.9264e+00 -2.6808e+00 +4.3919e-01 -1.1677e-01 +1.1997e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6406e-02 +3.6472e+00 +2.9088e+00 -1.2482e-01 -3.9280e+00 +2.3624e+00 +1.3585e+00
401438 +8.336328960e-09 +8.336328960e-09 +7.948000001e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2399e-01 +1.9264e+00 -2.6808e+00 +4.3922e-01 -1.1681e-01 +1.1998e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6402e-02 +3.6472e+00 +2.9088e+00 -1.2482e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
439928 +5.625977906e-09 +5.625977906e-09 +7.948000001e+01 +7.948000000e+01 +2.5278e-01 -1.1568e+00 -7.2398e-01 +1.9264e+00 -2.6808e+00 +4.3919e-01 -1.1678e-01 +1.1997e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6413e-02 +3.6472e+00 +2.9088e+00 -1.2479e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
440728 +3.755616262e-09 +3.755616262e-09 +7.948000000e+01 +7.948000000e+01 +2.5277e-01 -1.1568e+00 -7.2398e-01 +1.9264e+00 -2.6808e+00 +4.3919e-01 -1.1679e-01 +1.1998e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6412e-02 +3.6472e+00 +2.9088e+00 -1.2479e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
459933 +2.074955319e-09 +2.074955319e-09 +7.948000000e+01 +7.948000000e+01 +2.5282e-01 -1.1568e+00 -7.2399e-01 +1.9264e+00 -2.6808e+00 +4.3921e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6373e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
460133 +1.566789365e-09 +1.566789365e-09 +7.948000000e+01 +7.948000000e+01 +2.5279e-01 -1.1568e+00 -7.2399e-01 +1.9264e+00 -2.6808e+00 +4.3921e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6382e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
487869 +9.542446833e-10 +9.542446833e-10 +7.948000000e+01 +7.948000000e+01 +2.5278e-01 -1.1568e+00 -7.2401e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.1999e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6398e-02 +3.6472e+00 +2.9088e+00 -1.2479e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
489269 +5.203446563e-10 +5.203446563e-10 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3919e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6410e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
489669 +3.770708190e-10 +3.770708190e-10 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6408e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
538163 +2.030446922e-10 +2.030446922e-10 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6398e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
538563 +1.098641178e-10 +1.098641178e-10 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6405e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
538763 +9.146106095e-11 +9.146106095e-11 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6403e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
