% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
104069 +5.620809347e+05 +5.620809347e+05 +5.614598247e+05 +5.614598247e+05 -3.9167e-01 +4.4240e+00 +4.5087e-01 -2.8971e+00 -9.9047e-01 -2.1879e+00 +2.1939e+00 -8.0725e-01 +9.8590e-01 -7.8866e-01 +9.2023e-01 +3.1759e+00 +3.6717e+00 +1.5840e+00 +2.1926e+00 -2.2834e+00 +5.8873e-01 +2.5854e+00 +1.5926e+00 -5.6307e-01
115476 +3.895111996e+05 +3.895111996e+05 +3.888900896e+05 +3.888900896e+05 -3.8732e-01 +4.1088e+00 +4.5087e-01 -2.8564e+00 -1.0572e+00 -1.8767e+00 +2.1939e+00 -8.0206e-01 +9.8346e-01 -7.8866e-01 +9.2023e-01 +2.7378e+00 +3.7357e+00 +1.5840e+00 +2.1926e+00 -2.2834e+00 +5.8873e-01 +2.5854e+00 +1.0367e+00 -1.9632e-01
120992 +2.473887724e+05 +2.473887724e+05 +2.467676624e+05 +2.467676624e+05 -3.8732e-01 +4.1088e+00 +4.5087e-01 -2.8564e+00 -9.7912e-01 -1.8764e+00 +2.1945e+00 -6.5100e-01 +8.8130e-01 -6.3782e-01 +9.2023e-01 +3.1822e+00 +3.6717e+00 +1.5840e+00 +1.9908e+00 -2.2834e+00 +5.8934e-01 +2.5854e+00 +1.5828e+00 -1.9709e-01
141485 +1.397299080e+05 +1.397299080e+05 +1.391087980e+05 +1.391087980e+05 -3.8732e-01 +4.1088e+00 +6.0712e-01 -2.8564e+00 -9.7912e-01 -1.8767e+00 +2.1970e+00 -8.0732e-01 +9.8352e-01 -6.4218e-01 +9.2023e-01 +2.7567e+00 +3.6717e+00 +1.5828e+00 +2.0439e+00 -2.2053e+00 +5.8873e-01 +2.5676e+00 +1.3555e+00 -4.8122e-01
156643 +9.647679575e+04 +9.647679575e+04 +9.585568575e+04 +9.585568575e+04 -3.8732e-01 +4.1088e+00 +6.2407e-01 -2.8561e+00 -9.7912e-01 -1.8764e+00 +2.1945e+00 -6.5100e-01 +9.8331e-01 -4.0344e-01 +9.1916e-01 +2.7768e+00 +3.6717e+00 +1.5840e+00 +1.9712e+00 -2.2834e+00 +5.8934e-01 +2.5799e+00 +1.2801e+00 -2.5061e-01
162974 +6.173447295e+04 +6.173447295e+04 +6.111336295e+04 +6.111336295e+04 -3.9167e-01 +4.1308e+00 +6.0711e-01 -2.8564e+00 -9.7912e-01 -1.8767e+00 +2.1940e+00 -6.4612e-01 +9.2037e-01 -4.7250e-01 +9.2267e-01 +3.0516e+00 +3.6110e+00 +1.5941e+00 +1.9908e+00 -2.1401e+00 +5.8873e-01 +2.5854e+00 +1.3555e+00 -4.0340e-01
185522 +3.973512726e+04 +3.973512726e+04 +3.911401726e+04 +3.911401726e+04 -3.4826e-01 +4.1088e+00 +6.0712e-01 -2.8564e+00 -9.8889e-01 -1.8767e+00 +2.1940e+00 -6.5107e-01 +9.8346e-01 -4.7250e-01 +9.2267e-01 +2.7768e+00 +3.6718e+00 +1.6964e+00 +1.9859e+00 -2.1304e+00 +5.8631e-01 +2.5793e+00 +1.3555e+00 -3.2528e-01
195509 +2.333144639e+04 +2.333144639e+04 +2.271033639e+04 +2.271033639e+04 -3.1355e-01 +4.1088e+00 +6.2407e-01 -2.8561e+00 -9.7912e-01 -1.8963e+00 +2.1967e+00 -7.9016e-01 +9.8344e-01 -4.9691e-01 +9.2267e-01 +2.8952e+00 +3.6110e+00 +1.7406e+00 +1.9908e+00 -2.1401e+00 +5.8873e-01 +2.5677e+00 +1.3945e+00 -3.2284e-01
208333 +1.472690607e+04 +1.472690607e+04 +1.410579607e+04 +1.410579607e+04 -3.1355e-01 +4.1088e+00 +6.0709e-01 -2.9345e+00 -9.7912e-01 -1.8767e+00 +2.1945e+00 -7.2913e-01 +9.4623e-01 -4.9691e-01 +9.2267e-01 +2.8953e+00 +3.6110e+00 +1.7406e+00 +1.9908e+00 -2.1401e+00 +5.8873e-01 +2.5677e+00 +1.3945e+00 -3.2284e-01
226473 +9.855635954e+03 +9.855635954e+03 +9.234525954e+03 +9.234525954e+03 -3.1317e-01 +4.1088e+00 +6.2407e-01 -2.8610e+00 -9.7912e-01 -1.8767e+00 +2.1945e+00 -7.2913e-01 +9.4623e-01 -4.7273e-01 +9.2015e-01 +2.9135e+00 +3.6116e+00 +1.6964e+00 +1.9908e+00 -2.1401e+00 +6.1025e-01 +2.5628e+00 +1.3945e+00 -3.3675e-01
235872 +5.962882122e+03 +5.962882122e+03 +5.341772122e+03 +5.341772122e+03 -3.1355e-01 +4.1088e+00 +6.2407e-01 -2.8561e+00 -9.7912e-01 -1.8963e+00 +2.1940e+00 -6.9007e-01 +9.4623e-01 -4.7250e-01 +9.2267e-01 +2.9135e+00 +3.6116e+00 +1.6964e+00 +1.9127e+00 -2.1401e+00 +6.0827e-01 +2.5799e+00 +1.3945e+00 -3.2532e-01
257742 +3.540004788e+03 +3.540004788e+03 +2.918894788e+03 +2.918894788e+03 -3.1370e-01 +4.1082e+00 +6.2399e-01 -2.9004e+00 -9.7912e-01 -1.9000e+00 +2.1946e+00 -6.9007e-01 +9.4623e-01 -4.7250e-01 +9.1992e-01 +2.9135e+00 +3.6113e+00 +1.6989e+00 +1.9530e+00 -2.1402e+00 +6.1803e-01 +2.5676e+00 +1.3945e+00 -3.3691e-01
290221 +2.488827278e+03 +2.488827278e+03 +1.867717278e+03 +1.867717278e+03 -3.1355e-01 +4.1088e+00 +6.2399e-01 -2.9004e+00 -9.7929e-01 -1.9151e+00 +2.1891e+00 -6.9983e-01 +9.4623e-01 -4.7006e-01 +9.2023e-01 +2.9136e+00 +3.6113e+00 +1.6989e+00 +1.9524e+00 -2.1304e+00 +6.2291e-01 +2.5677e+00 +1.3945e+00 -3.3675e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.079019107e+10 +1.079019107e+10 +1.079019082e+10 +1.079019082e+10 -3.9786e+00 -3.5193e+00 -4.0511e+00 -4.1430e+00 -3.2891e+00 -9.1193e-01 +4.8374e+00 -4.4186e+00 +8.5961e-01 +1.4654e+00 +3.5128e+00 -2.0663e+00 +3.8184e+00 -1.3064e+00 +8.6416e-01 +9.1758e-01 -1.1277e-01 -3.9631e+00 -2.0285e+00 +3.9913e+00
3 +2.518442962e+08 +2.518442962e+08 +2.518440414e+08 +2.518440414e+08 +2.5038e+00 -3.0750e+00 -1.7641e+00 -6.4950e-01 -1.4943e-01 +1.2327e+00 -3.7633e+00 +4.9115e+00 +3.1805e+00 +4.4477e+00 +4.1785e+00 +3.1034e+00 -4.0845e+00 +3.3143e+00 +1.3207e+00 +2.5190e+00 +4.5672e+00 +3.2302e-01 +5.0292e-01 -2.3918e+00
146 +1.127635511e+08 +1.127635511e+08 +1.127632963e+08 +1.127632963e+08 +3.7191e+00 +3.4425e+00 +1.6269e+00 +1.3706e+00 -4.3842e+00 -4.8250e-01 -1.2623e+00 +8.7561e-01 -3.4100e+00 +3.5993e+00 -2.7531e+00 +3.6068e+00 -1.8842e+00 -2.5110e+00 +8.3754e-01 -4.5806e+00 +3.6254e+00 -8.2301e-01 -2.5624e+00 +4.2533e+00
7629 +5.734579931e+07 +5.734579931e+07 +5.734554449e+07 +5.734554449e+07 +2.4913e+00 +4.8917e+00 +5.4115e-01 -1.2301e+00 -2.6750e+00 -2.6536e+00 -2.4704e+00 +3.8401e+00 -1.6406e+00 +3.3641e-01 +2.8123e+00 +3.5908e+00 +7.4715e-01 -3.7202e+00 -1.3643e+00 +1.5989e+00 +4.4758e+00 -5.8177e-01 -1.4264e+00 +1.3613e+00
15363 +3.089850008e+07 +3.089850008e+07 +3.089824526e+07 +3.089824526e+07 +4.9212e+00 +8.2962e-01 +1.0618e+00 -2.9625e-01 -4.0813e+00 -1.1572e+00 -4.2023e+00 +2.6244e+00 +3.0522e-01 +2.9939e+00 +3.4781e+00 +1.0660e+00 -2.1320e-01 -3.0106e-01 -3.5907e+00 +4.7192e-01 +3.2399e+00 -1.7135e+00 -2.8608e+00 +1.7077e+00
23167 +2.474989208e+07 +2.474989208e+07 +2.474963726e+07 +2.474963726e+07 +2.4913e+00 +4.8917e+00 +5.4115e-01 -1.2301e+00 -2.6750e+00 -2.6536e+00 -3.3118e+00 +1.2111e+00 +1.3296e+00 +4.1535e+00 +1.5238e+00 +2.9659e+00 -6.1142e-01 -2.0707e-01 -3.3405e+00 -2.1585e+00 +3.6811e+00 -2.7883e+00 -2.5009e+00 +2.3092e+00
30301 +1.562452161e+07 +1.562452161e+07 +1.562426679e+07 +1.562426679e+07 +4.7324e+00 +2.1265e+00 -2.1120e-01 -9.8942e-01 -3.4677e+00 +3.6944e-01 -4.4056e-01 +3.4478e+00 +3.0522e-01 +4.2439e+00 +3.4781e+00 +1.0660e+00 -2.1320e-01 -3.0106e-01 -3.1842e+00 -1.6348e+00 +3.6811e+00 -1.6355e+00 -1.9915e+00 +4.9692e+00
39543 +8.637976074e+06 +8.637976074e+06 +8.637721254e+06 +8.637721254e+06 +3.8810e+00 +3.2316e+00 -7.4471e-01 -2.3024e+00 -2.0476e+00 -5.5216e-01 -1.4076e+00 +2.8089e+00 +1.6033e+00 +2.5135e+00 +4.2546e+00 +1.4337e+00 -6.1142e-01 -2.0707e-01 -3.1842e+00 -2.1585e+00 +3.6811e+00 -2.7883e+00 -2.5009e+00 +3.1310e+00
49596 +5.759717210e+06 +5.759717210e+06 +5.759462390e+06 +5.759462390e+06 +4.7326e+00 +2.4390e+00 -2.1120e-01 -1.0675e+00 -3.5068e+00 -1.0802e+00 -1.4076e+00 +2.8089e+00 +1.6033e+00 +2.5037e+00 +4.2545e+00 +1.0660e+00 -5.6947e-02 -7.8255e-01 -2.5179e+00 -3.1165e-02 +4.4191e+00 -8.2299e-01 -1.2288e+00 +2.6207e+00
49815 +3.717087757e+06 +3.717087757e+06 +3.716832937e+06 +3.716832937e+06 +4.7326e+00 +2.4390e+00 -2.1120e-01 -1.0675e+00 -3.5068e+00 -1.0802e+00 -1.4076e+00 +2.8089e+00 +1.6033e+00 +2.5037e+00 +4.2546e+00 +1.0660e+00 -5.6946e-02 -7.8255e-01 -2.5081e+00 -3.4366e-01 +4.4191e+00 -1.6662e+00 -2.7525e+00 +3.0729e+00
60985 +2.071402557e+06 +2.071402557e+06 +2.071147737e+06 +2.071147737e+06 +3.9490e+00 +2.9823e+00 +5.4115e-01 -1.2301e+00 -3.2951e+00 -4.8251e-01 -1.2525e+00 +2.6244e+00 +6.1772e-01 +2.9939e+00 +3.4781e+00 +1.0666e+00 -2.1320e-01 -1.4076e+00 -2.5081e+00 -5.3467e-01 +4.2097e+00 -1.8236e+00 -2.5624e+00 +2.5958e+00
70102 +1.488318677e+06 +1.488318677e+06 +1.488063857e+06 +1.488063857e+06 +3.8810e+00 +3.2316e+00 -7.4471e-01 -1.2301e+00 -3.2951e+00 -4.8251e-01 -1.2525e+00 +2.6244e+00 +6.1772e-01 +2.9939e+00 +3.4781e+00 +1.0666e+00 -8.3820e-01 -1.4076e+00 -2.5075e+00 -5.3471e-01 +4.4758e+00 -1.7995e+00 -2.4126e+00 +2.8243e+00
76648 +9.960300882e+05 +9.960300882e+05 +9.957752682e+05 +9.957752682e+05 +3.8810e+00 +3.2316e+00 -2.1364e-01 -9.8942e-01 -2.6750e+00 -1.1075e+00 -1.2623e+00 +2.6244e+00 +1.5052e+00 +3.5041e+00 +3.4806e+00 +1.0660e+00 -2.1320e-01 -1.4076e+00 -2.5081e+00 -5.3471e-01 +4.4191e+00 -1.6432e+00 -2.5624e+00 +2.7604e+00
85141 +4.359607721e+05 +4.359607721e+05 +4.357059521e+05 +4.357059521e+05 +3.9281e+00 +3.4542e+00 -2.4042e-01 -9.6125e-01 -2.4275e+00 -5.5216e-01 -1.4076e+00 +2.9651e+00 +1.2585e+00 +3.2588e+00 +3.4781e+00 +1.2272e+00 -6.9545e-01 -1.3686e+00 -2.5081e+00 -3.4366e-01 +4.4191e+00 -1.7995e+00 -2.5009e+00 +2.7604e+00
92966 +3.716733788e+05 +3.716733788e+05 +3.714185588e+05 +3.714185588e+05 +3.9281e+00 +3.4542e+00 -2.4042e-01 -9.6125e-01 -2.3494e+00 -5.5216e-01 -1.4076e+00 +2.9651e+00 +1.2585e+00 +2.9939e+00 +3.4781e+00 +1.2272e+00 -6.9545e-01 -1.3686e+00 -2.5081e+00 -3.4366e-01 +4.4191e+00 -1.7995e+00 -2.5009e+00 +2.7604e+00
99458 +2.478155372e+05 +2.478155372e+05 +2.475607172e+05 +2.475607172e+05 +3.8810e+00 +3.2316e+00 -2.3317e-01 -9.8942e-01 -2.6738e+00 -5.5220e-01 -1.2514e+00 +2.8089e+00 +1.2585e+00 +3.1512e+00 +3.4807e+00 +1.2223e+00 -5.2570e-01 -1.4076e+00 -2.7908e+00 -3.4305e-01 +4.4191e+00 -1.7995e+00 -2.5624e+00 +2.7604e+00
107960 +1.562040642e+05 +1.562040642e+05 +1.559492442e+05 +1.559492442e+05 +3.8703e+00 +3.4425e+00 -2.9176e-01 -9.8942e-01 -2.6747e+00 -7.9500e-01 -1.2623e+00 +2.8089e+00 +9.3022e-01 +2.9939e+00 +3.4806e+00 +1.4435e+00 -6.1142e-01 -1.3685e+00 -2.7908e+00 -5.3471e-01 +4.4191e+00 -1.7019e+00 -2.4123e+00 +2.8444e+00
120319 +9.492145522e+04 +9.492145522e+04 +9.466663522e+04 +9.466663522e+04 +3.8810e+00 +3.4424e+00 -2.9176e-01 -9.8942e-01 -2.6942e+00 -7.9500e-01 -1.2623e+00 +2.8089e+00 +9.3022e-01 +2.9939e+00 +3.4806e+00 +1.5118e+00 -6.1142e-01 -1.4076e+00 -2.8401e+00 -6.1584e-01 +4.4191e+00 -1.7995e+00 -2.5009e+00 +2.7604e+00
134341 +5.961488096e+04 +5.961488096e+04 +5.936006096e+04 +5.936006096e+04 +3.8810e+00 +3.4780e+00 -2.1364e-01 -9.7965e-01 -2.6750e+00 -7.9500e-01 -1.4076e+00 +2.8089e+00 +9.3022e-01 +2.9939e+00 +3.4807e+00 +1.4142e+00 -5.3329e-01 -1.3685e+00 -2.8206e+00 -5.1514e-01 +4.4191e+00 -1.8236e+00 -2.7186e+00 +2.7604e+00
149660 +3.896063858e+04 +3.896063858e+04 +3.870581858e+04 +3.870581858e+04 +3.9490e+00 +3.4542e+00 -2.8810e-01 -9.8942e-01 -2.5184e+00 -7.9500e-01 -1.4107e+00 +2.8089e+00 +9.3030e-01 +2.9939e+00 +3.4806e+00 +1.4337e+00 -4.8648e-01 -1.4425e+00 -2.8206e+00 -5.3473e-01 +4.4191e+00 -1.8236e+00 -2.5623e+00 +2.7604e+00
162671 +2.325730566e+04 +2.325730566e+04 +2.300248566e+04 +2.300248566e+04 +3.9281e+00 +3.4542e+00 -2.3554e-01 -9.6613e-01 -2.6725e+00 -7.9500e-01 -1.4076e+00 +2.8089e+00 +1.0865e+00 +2.9939e+00 +3.4806e+00 +1.4337e+00 -4.5455e-01 -1.3733e+00 -2.7908e+00 -6.1645e-01 +4.4191e+00 -1.8236e+00 -2.6376e+00 +2.7604e+00
170442 +1.201915005e+04 +1.201915005e+04 +1.176433005e+04 +1.176433005e+04 +3.9281e+00 +3.4530e+00 -2.4042e-01 -9.8942e-01 -2.5184e+00 -7.9500e-01 -1.4076e+00 +2.8089e+00 +1.0865e+00 +2.9939e+00 +3.4806e+00 +1.4435e+00 -4.5639e-01 -1.4077e+00 -2.8218e+00 -6.1584e-01 +4.4191e+00 -1.8237e+00 -2.6405e+00 +2.7610e+00
183112 +8.211728412e+03 +8.211728412e+03 +7.956908412e+03 +7.956908412e+03 +3.9281e+00 +3.4493e+00 -2.4530e-01 -9.6094e-01 -2.5575e+00 -7.9500e-01 -1.4076e+00 +2.8089e+00 +1.0865e+00 +2.9939e+00 +3.4417e+00 +1.4435e+00 -4.5639e-01 -1.4101e+00 -2.8218e+00 -6.1584e-01 +4.4191e+00 -1.8237e+00 -2.6405e+00 +2.7610e+00
191626 +5.870402646e+03 +5.870402646e+03 +5.615582646e+03 +5.615582646e+03 +3.9281e+00 +3.4493e+00 -2.4530e-01 -9.6094e-01 -2.5575e+00 -7.9500e-01 -1.4076e+00 +2.8089e+00 +1.0865e+00 +2.9939e+00 +3.4806e+00 +1.5118e+00 -4.8648e-01 -1.4425e+00 -2.8207e+00 -6.1584e-01 +4.4191e+00 -1.8626e+00 -2.6376e+00 +2.7604e+00
225360 +3.918771971e+03 +3.918771971e+03 +3.663951971e+03 +3.663951971e+03 +3.9278e+00 +3.4566e+00 -2.4515e-01 -9.6094e-01 -2.5575e+00 -7.9500e-01 -1.4076e+00 +2.8089e+00 +1.0669e+00 +2.9939e+00 +3.4391e+00 +1.4880e+00 -4.8587e-01 -1.4425e+00 -2.8206e+00 -6.1706e-01 +4.3800e+00 -1.8626e+00 -2.6405e+00 +2.7604e+00
268912 +2.505017123e+03 +2.505017123e+03 +2.250197123e+03 +2.250197123e+03 +3.9306e+00 +3.4493e+00 -2.4042e-01 -9.5038e-01 -2.5578e+00 -7.8524e-01 -1.4076e+00 +2.8113e+00 +1.0682e+00 +2.9743e+00 +3.4513e+00 +1.4880e+00 -4.8587e-01 -1.4425e+00 -2.8206e+00 -6.2195e-01 +4.3799e+00 -1.8626e+00 -2.6503e+00 +2.7555e+00
1642073 +1.083214402e+03 +1.083214402e+03 +8.283944016e+02 +8.283944016e+02 +3.9380e+00 +3.4436e+00 -2.5024e-01 -9.4727e-01 -2.5551e+00 -7.8257e-01 -1.3672e+00 +2.8125e+00 +1.0593e+00 +2.9688e+00 +3.4562e+00 +1.4819e+00 -4.7607e-01 -1.4342e+00 -2.8197e+00 -6.2500e-01 +4.3932e+00 -1.8622e+00 -2.6462e+00 +2.7539e+00
1727424 +9.999293418e+02 +9.999293418e+02 +7.451093418e+02 +7.451093418e+02 +3.9380e+00 +3.4436e+00 -2.5024e-01 -9.4727e-01 -2.5539e+00 -7.8257e-01 -1.3770e+00 +2.8125e+00 +1.0593e+00 +2.9688e+00 +3.4562e+00 +1.4841e+00 -4.7612e-01 -1.4354e+00 -2.8185e+00 -6.2500e-01 +4.3932e+00 -1.8611e+00 -2.6462e+00 +2.7539e+00
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.276678186e+09 +9.276678186e+09 +9.276678242e+09 +9.276678242e+09 +4.0673e+00 +2.8040e+00 -3.6810e+00 +1.3151e+00 +4.6689e+00 +3.5016e+00 +3.5548e+00 +2.9126e+00 +4.1011e+00 +7.4618e-01 -3.8384e-01 +2.6297e+00 -9.4987e-01 +3.3040e+00 +3.0604e+00 -3.9054e+00 -6.3487e-01 +4.8256e+00 +3.8317e+00 -3.5862e+00
3 +6.207807915e+08 +6.207807915e+08 +6.207808481e+08 +6.207808481e+08 +1.9346e+00 -1.1761e+00 -3.5979e+00 +3.9592e+00 -1.6361e+00 -5.3182e-01 +1.4367e+00 -2.7543e+00 -4.3802e+00 -1.6056e+00 +1.5025e+00 +2.0167e+00 -1.7145e+00 +4.4437e+00 +1.1729e+00 -3.5283e+00 -3.5299e+00 +4.6931e+00 -3.3434e+00 +4.2785e+00
19 +2.083177926e+08 +2.083177926e+08 +2.083178492e+08 +2.083178492e+08 -3.1249e+00 -8.5619e-01 +6.6801e-01 -1.9821e-01 -3.7171e+00 -1.8008e+00 -1.6616e+00 -1.8863e+00 -3.5775e+00 +4.3108e+00 +1.9467e+00 -1.9772e-01 +3.5166e+00 +1.1198e+00 -1.6075e+00 +2.5386e+00 -2.3825e+00 +1.2082e-01 +4.3023e+00 +6.3524e-01
107 +1.132184177e+08 +1.132184177e+08 +1.132184743e+08 +1.132184743e+08 -7.9359e-01 -4.1323e+00 -1.0433e-01 -2.8646e-01 -3.8167e+00 -4.5215e+00 -8.4633e-02 -4.3458e+00 -1.7819e-01 +3.6403e+00 -3.7254e-01 +2.2360e+00 -2.5166e+00 +4.9664e+00 -1.6690e+00 -1.3876e+00 -1.7184e+00 +2.4264e+00 -4.8403e-01 -3.7736e+00
1803 +9.576765409e+07 +9.576765409e+07 +9.576771070e+07 +9.576771070e+07 -4.5481e-01 -3.1440e+00 -1.3293e+00 +1.9687e+00 -1.9064e+00 -5.9309e-01 +8.7666e-01 -1.7259e+00 -2.2743e+00 +1.9115e+00 +3.7497e-01 +2.1987e+00 +4.3596e+00 -7.6318e-01 -4.0972e+00 -1.7332e+00 -3.4972e+00 +4.4580e-01 -6.6900e-01 -3.3601e+00
12369 +5.885096658e+07 +5.885096658e+07 +5.885102319e+07 +5.885102319e+07 -3.0636e-01 +1.2070e+00 -3.2570e+00 +8.7672e-01 -3.6399e+00 -3.9239e+00 +1.3603e+00 -3.1023e+00 -1.6799e+00 +2.9901e+00 +1.4610e+00 -1.7398e+00 +3.8224e+00 +3.4724e+00 +7.1718e-01 -7.8958e-01 +1.5566e-01 +2.3242e+00 +1.6265e+00 -2.8662e+00
