% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.497283386e+01 +6.497283386e+01 +3.381228339e+02 +3.381228339e+02 -3.9902e+00 +4.5002e+00 +3.0058e+00 +4.3740e+00 +5.6176e-01 -1.8756e+00 -4.2250e+00 +3.5237e+00 +3.7422e+00 +5.1462e-01 -1.4989e+00 -3.4693e+00 -9.3486e-01 -4.9246e+00 -3.8760e+00 +4.2005e+00 -1.3158e+00 +8.7718e-01 +3.2651e+00 +1.2453e+00
3 +3.320858960e+01 +3.320858960e+01 +3.063585896e+02 +3.063585896e+02 -2.5146e+00 -3.9352e+00 +1.3289e+00 -3.3799e+00 +2.2651e+00 -3.0517e+00 +1.2823e+00 -1.1987e+00 -2.1594e+00 +4.8102e-01 +1.8675e+00 -1.5583e+00 +3.1447e+00 -2.4379e+00 -7.4712e-01 -8.5832e-01 +2.9838e+00 +1.0826e+00 -4.9661e+00 +4.2848e-01
45 +2.451814042e+01 +2.451814042e+01 +2.976681404e+02 +2.976681404e+02 -7.9945e-01 -4.0123e+00 +5.7294e-01 +4.7674e+00 +1.1587e+00 -4.1059e+00 -4.1036e+00 +3.6291e+00 +3.6233e+00 -3.9753e-01 +1.3571e-02 -3.3313e+00 +5.9350e-02 -3.3802e+00 +4.1108e+00 -4.1028e+00 +9.8858e-01 -1.7534e+00 +3.7126e+00 -4.0894e+00
116 +1.527923025e+01 +1.527923025e+01 +2.884292302e+02 +2.884292302e+02 -4.9732e+00 +3.8257e+00 -3.2940e-01 +2.6530e+00 -1.6031e+00 -4.1213e+00 +3.3227e+00 -3.0716e+00 -1.5973e+00 +3.0658e+00 -3.2274e+00 -1.9900e+00 -9.1376e-01 +3.2236e+00 -1.6775e+00 -2.4462e+00 +3.1502e+00 -4.0339e+00 +2.3431e+00 -4.9649e+00
7273 +8.255189681e+00 +8.255189681e+00 +2.814051897e+02 +2.814051897e+02 -8.7295e-01 +4.6059e+00 +3.5577e-01 +2.8248e-01 +2.1191e+00 -4.7363e+00 -3.8317e+00 -3.4112e+00 -3.8296e+00 +3.3245e+00 -4.1994e-01 -3.5203e-01 -2.4004e+00 +9.7684e-01 +3.2447e+00 -1.7375e+00 +1.1860e+00 +1.1190e+00 +3.1414e+00 -1.3253e+00
14231 +6.118777146e+00 +6.118777146e+00 +2.792687771e+02 +2.792687771e+02 -8.7295e-01 +4.6059e+00 +3.5577e-01 +2.8248e-01 +2.1191e+00 -4.7363e+00 -3.8317e+00 +7.9370e-01 -1.8896e+00 +3.3219e+00 -4.1994e-01 -3.5203e-01 -2.4004e+00 +9.7684e-01 +3.2447e+00 -1.7375e+00 +3.7649e+00 +1.1190e+00 +3.1414e+00 -1.3253e+00
31520 +3.769005277e+00 +3.769005277e+00 +2.769190053e+02 +2.769190053e+02 -3.3980e+00 +4.2686e+00 +8.6825e-01 +3.9371e+00 +3.2934e+00 -4.8452e+00 -1.3192e+00 -1.4715e+00 -1.9425e+00 +3.3956e+00 +2.1484e-01 -2.2649e-01 -1.6990e+00 +1.8967e-01 +3.4740e+00 -4.8450e+00 +3.2191e+00 -9.7736e-01 +4.3927e+00 -4.0392e+00
44563 +2.447270353e+00 +2.447270353e+00 +2.755972704e+02 +2.755972704e+02 -4.9005e+00 +4.5713e+00 +6.8314e-02 +2.5694e+00 +7.3266e-01 -4.4035e+00 -2.8476e+00 -4.1430e-01 -3.3487e+00 +3.4157e+00 -1.9073e+00 +1.3891e+00 -1.6990e+00 +9.7684e-01 +3.2447e+00 -2.3478e+00 +3.4034e+00 -9.7736e-01 +4.3927e+00 -4.0392e+00
67400 +1.488696461e+00 +1.488696461e+00 +2.746386965e+02 +2.746386965e+02 -3.1094e+00 +3.9886e+00 +6.8312e-02 +2.5694e+00 +2.3382e+00 -4.5769e+00 -6.7045e-01 -1.4789e+00 -2.2590e+00 +3.6801e+00 -1.8976e+00 +1.3501e+00 -2.0336e+00 +1.2189e+00 +3.7497e+00 -2.9120e+00 +3.0757e+00 +7.7385e-01 +2.8597e+00 -3.9551e+00
83634 +8.976329172e-01 +8.976329172e-01 +2.740476329e+02 +2.740476329e+02 -3.6779e+00 +3.9173e+00 +6.7701e-02 +2.6657e+00 +1.6479e+00 -3.7507e+00 -1.3322e+00 -4.1430e-01 -1.9425e+00 +3.3954e+00 -1.9073e+00 +1.2719e+00 -8.0469e-01 +1.4781e+00 +3.9663e+00 -3.2706e+00 +3.2899e+00 +6.3856e-01 +2.8599e+00 -3.5668e+00
106539 +6.230612578e-01 +6.230612578e-01 +2.737730613e+02 +2.737730613e+02 -3.3980e+00 +3.9176e+00 +6.8312e-02 +2.6608e+00 +1.6479e+00 -3.7507e+00 -1.3322e+00 -1.4715e+00 -2.2526e+00 +3.3955e+00 -1.2726e+00 +1.2719e+00 -7.4594e-01 +1.3043e+00 +4.1816e+00 -2.9492e+00 +3.4937e+00 +4.9406e-01 +3.0192e+00 -3.7420e+00
148795 +3.929761847e-01 +3.929761847e-01 +2.735429762e+02 +2.735429762e+02 -3.6803e+00 +3.8233e+00 -3.2940e-01 +2.6530e+00 +1.9654e+00 -3.7507e+00 -1.3322e+00 -1.0394e+00 -1.9230e+00 +3.3954e+00 -1.3977e+00 +1.2719e+00 -8.0453e-01 +1.4781e+00 +4.0950e+00 -3.0539e+00 +3.2888e+00 +4.9398e-01 +2.8597e+00 -3.1428e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.206419931e+01 +2.206419931e+01 +5.924419931e+01 +5.924419931e+01 -1.1769e+00 -9.8025e-01 +4.4600e-01 -2.4212e+00 -2.4485e+00 +1.5411e+00 +2.2913e+00 +3.9178e+00 -2.3720e+00 +2.1059e+00 -1.0879e+00 -2.9771e+00 -9.4926e-01 -7.4480e-01 -3.5214e+00 +1.4841e-01 -1.6268e+00 +2.8639e+00 +1.8571e+00 -2.9797e+00
7 +1.249815305e+01 +1.249815305e+01 +4.967815305e+01 +4.967815305e+01 -3.3688e+00 +2.4867e-01 +1.3643e+00 -3.7382e+00 +3.1364e+00 -2.6151e+00 -3.8574e+00 -5.7592e-01 -4.1594e+00 -5.3179e-02 -2.0912e+00 -4.8148e-01 -1.0797e+00 -2.7095e+00 +3.6425e+00 -1.1864e+00 +4.2356e+00 +3.2244e+00 +5.2647e-01 -8.7553e-01
1026 +9.943953476e+00 +9.943953476e+00 +4.712395348e+01 +4.712395348e+01 -2.8105e+00 -1.4899e+00 +3.1850e+00 -3.4291e+00 -1.6953e+00 -3.1484e-01 +1.1928e+00 -2.7190e+00 +9.2344e-02 +4.4062e+00 -1.9260e+00 +4.1640e+00 +3.5239e+00 +1.9515e+00 +2.0034e+00 +6.0202e-01 -6.7321e-01 -1.6705e+00 +7.0108e-01 +2.4891e+00
15710 +6.097027233e+00 +6.097027233e+00 +4.327702723e+01 +4.327702723e+01 +1.6518e+00 -3.4166e+00 +4.1613e+00 +3.6584e+00 -3.0343e+00 -2.2660e+00 -3.5845e+00 -2.4338e+00 -2.7763e+00 +4.9009e-01 +2.9138e+00 -1.1935e+00 +3.7888e-01 -1.3809e-01 +3.0012e+00 +2.8868e+00 +6.8116e-01 -9.4985e-01 -2.0568e+00 +2.6979e+00
30791 +3.918154070e+00 +3.918154070e+00 +4.109815407e+01 +4.109815407e+01 -1.9697e+00 +2.5931e+00 +2.3565e+00 +1.7284e+00 -2.6379e+00 +7.6181e-01 +3.8423e-01 -2.4061e+00 -2.6531e+00 +1.5069e+00 -9.4791e-01 -4.0339e+00 +1.8957e+00 -2.5770e+00 +2.7898e+00 -6.2677e-01 -7.2477e-02 -1.5617e+00 -4.2227e+00 -7.7860e-01
50498 +2.363598344e+00 +2.363598344e+00 +3.954359834e+01 +3.954359834e+01 -3.5655e+00 +8.6420e-01 +1.1791e+00 +6.1729e-01 -4.0773e+00 -6.5331e-01 -2.3697e-01 -4.2315e+00 -2.6982e+00 +3.7484e+00 -1.1091e+00 -2.8326e+00 +1.9325e+00 -3.4875e+00 +4.5207e+00 +1.1132e+00 +9.9884e-01 -2.2331e+00 -2.1853e+00 +1.7195e+00
80027 +1.528070430e+00 +1.528070430e+00 +3.870807043e+01 +3.870807043e+01 -3.7665e+00 +2.4661e+00 +1.5506e+00 +1.7284e+00 -2.6391e+00 -8.0940e-01 -1.8632e-01 -3.9895e+00 -2.0498e+00 +2.9959e+00 +2.4676e-01 -3.4331e+00 +4.2746e-01 -2.9568e+00 +3.5737e+00 +1.3492e+00 +6.8238e-01 -2.2331e+00 -2.1853e+00 +1.7195e+00
99673 +9.875939722e-01 +9.875939722e-01 +3.816759397e+01 +3.816759397e+01 -3.7567e+00 +2.4612e+00 +2.3761e+00 +1.7284e+00 -3.3833e+00 -1.2506e+00 +6.1931e-01 -3.3761e+00 -2.0889e+00 +2.9907e+00 -4.2266e-01 -4.0339e+00 +1.8957e+00 -3.0882e+00 +3.2556e+00 +1.3492e+00 +3.6016e-01 -1.5617e+00 -2.9181e+00 +1.7195e+00
120850 +6.071070432e-01 +6.071070432e-01 +3.778710704e+01 +3.778710704e+01 -3.9227e+00 +2.4661e+00 +1.8631e+00 +1.8661e+00 -3.3051e+00 -1.2553e+00 +6.1686e-01 -3.5568e+00 -2.0889e+00 +3.2955e+00 +1.6863e-01 -3.8712e+00 +1.6032e+00 -3.0882e+00 +3.8313e+00 +1.3492e+00 +3.6016e-01 -1.5605e+00 -2.8986e+00 +1.7585e+00
149667 +3.917978562e-01 +3.917978562e-01 +3.757179786e+01 +3.757179786e+01 -3.9227e+00 +2.4661e+00 +1.8631e+00 +1.8661e+00 -3.3833e+00 -1.2506e+00 +6.1809e-01 -3.3956e+00 -2.0864e+00 +2.9907e+00 -1.8041e-01 -3.8712e+00 +1.6032e+00 -2.8006e+00 +3.5640e+00 +1.3494e+00 +3.6016e-01 -1.3983e+00 -2.9714e+00 +1.7195e+00
219287 +2.474009991e-01 +2.474009991e-01 +3.742740100e+01 +3.742740100e+01 -3.9229e+00 +2.3099e+00 +1.8631e+00 +1.8270e+00 -3.3833e+00 -1.2553e+00 +6.1686e-01 -3.2198e+00 -2.0895e+00 +2.9908e+00 -3.4454e-01 -3.8712e+00 +1.5642e+00 -2.9568e+00 +3.5737e+00 +1.3492e+00 +3.6016e-01 -1.3664e+00 -2.9993e+00 +1.7585e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.687676587e+01 +1.687676587e+01 -1.310232341e+02 -1.310232341e+02 +1.5953e+00 -2.1198e+00 +3.8539e+00 -1.9387e+00 +4.6098e+00 +2.9092e+00 -3.8328e+00 +1.0469e+00 +1.6283e+00 -8.5873e-01 -4.7274e+00 -2.9640e+00 -2.2176e+00 +9.2471e-01 +4.5021e+00 +3.6256e+00 -1.8442e+00 -4.0525e-01 -2.3095e+00 -1.2838e+00
5 +1.476551218e+01 +1.476551218e+01 -1.331344878e+02 -1.331344878e+02 -3.4371e-01 -4.5622e+00 -2.8432e+00 -3.1692e-01 +5.1674e-01 -2.1271e+00 +4.0097e+00 +1.9736e+00 -2.5130e+00 +3.3787e+00 -3.8663e+00 +1.9629e+00 -4.7948e+00 -1.5456e+00 -6.0781e-01 +1.9067e+00 -4.0523e+00 -3.2115e+00 -1.9159e+00 +2.1852e+00
1023 +9.479247067e+00 +9.479247067e+00 -1.384207529e+02 -1.384207529e+02 +8.6689e-01 -2.7284e+00 +3.2791e+00 -2.2503e+00 -4.4118e+00 +5.0294e-01 -5.5497e-01 -2.2282e+00 -4.4407e+00 -8.2550e-01 -1.7830e+00 +3.6782e+00 -6.8907e-01 -2.9560e+00 -6.0361e-01 -4.2283e+00 -2.3828e+00 -4.4280e+00 -2.0250e+00 -1.1566e+00
16357 +6.174325274e+00 +6.174325274e+00 -1.417256747e+02 -1.417256747e+02 -4.4654e-01 +2.9195e+00 +4.9287e-01 -1.4769e+00 -1.7775e+00 +1.2994e+00 +1.3064e-01 -3.2231e+00 -4.8120e+00 +2.6039e+00 -3.8761e+00 +3.5935e+00 +8.6444e-02 -3.8545e+00 +4.1308e+00 +1.6440e+00 -2.9520e+00 +1.4400e+00 -3.7761e+00 +2.7988e+00
25452 +3.917034944e+00 +3.917034944e+00 -1.439829651e+02 -1.439829651e+02 -3.2133e-02 -2.7153e+00 +1.3676e-01 -1.7769e+00 -4.0570e+00 +4.3680e+00 -1.8150e+00 -3.8753e+00 -1.7651e+00 +5.4564e-01 -4.4728e+00 +1.5738e+00 +3.0980e-03 -4.6852e+00 +2.9807e+00 +2.5548e+00 -3.2071e+00 -3.0081e+00 -4.8556e+00 +2.2732e+00
52581 +2.424520486e+00 +2.424520486e+00 -1.454754795e+02 -1.454754795e+02 -1.7111e+00 -3.7759e-01 +6.7310e-01 -2.5177e-01 -2.9495e+00 +7.9209e-01 -2.2630e+00 -1.0610e+00 -4.8144e+00 +2.6039e+00 -3.8761e+00 +3.5935e+00 +1.7857e-01 -4.0105e+00 +1.0832e+00 +1.4701e+00 -3.5042e+00 -3.2837e+00 -1.9120e+00 +2.7988e+00
75868 +1.491907648e+00 +1.491907648e+00 -1.464080924e+02 -1.464080924e+02 -1.7111e+00 -3.7758e-01 +6.7321e-01 -1.1893e+00 -2.9519e+00 +7.9209e-01 -2.2569e+00 -2.2282e+00 -3.8157e+00 +2.3252e+00 -3.1493e+00 +3.9270e+00 -2.1858e-01 -3.4574e+00 +1.6572e+00 +2.8238e+00 -3.3813e+00 -2.6798e+00 -2.3673e+00 +3.3366e+00
94522 +9.470994454e-01 +9.470994454e-01 -1.469529006e+02 -1.469529006e+02 -2.2378e+00 -3.7759e-01 +6.7314e-01 -1.1893e+00 -2.9519e+00 +7.9209e-01 -2.2569e+00 -2.2282e+00 -4.4407e+00 +2.3252e+00 -3.1493e+00 +4.4368e+00 -2.1865e-01 -3.4574e+00 +1.6572e+00 +2.8240e+00 -4.0187e+00 -2.6798e+00 -2.3673e+00 +3.3366e+00
122125 +6.216876812e-01 +6.216876812e-01 -1.472783123e+02 -1.472783123e+02 -2.2378e+00 -3.7759e-01 +6.7191e-01 -1.1893e+00 -3.5769e+00 +7.9209e-01 -2.2569e+00 -2.2288e+00 -3.8157e+00 +2.3252e+00 -3.1493e+00 +3.9270e+00 -2.1858e-01 -3.4571e+00 +1.6572e+00 +2.7465e+00 -4.1491e+00 -2.4845e+00 -2.6066e+00 +3.1662e+00
177957 +3.873319208e-01 +3.873319208e-01 -1.475126681e+02 -1.475126681e+02 -2.2873e+00 -6.5087e-02 +9.6040e-01 -1.4768e+00 -3.1082e+00 +7.8233e-01 -2.2472e+00 -2.3258e+00 -3.7767e+00 +2.3252e+00 -3.1490e+00 +3.9270e+00 -2.9670e-01 -3.4571e+00 +1.5785e+00 +2.7465e+00 -4.1442e+00 -2.2692e+00 -2.3771e+00 +3.0420e+00
