% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
35480 +5.676227960e+00 +5.676227960e+00 -4.667377204e+01 -4.667377204e+01 +6.7595e-01 -1.6774e+00 +1.2960e+00 -2.3892e+00 -2.0804e+00 +2.5273e+00 -1.5940e+00 -9.4094e-01 +3.9201e+00 -1.5481e+00 +1.7022e+00 +6.9079e-01 +2.1046e+00 -5.7878e-01 -2.2046e+00 -5.4733e-01 -1.0863e-01 +2.1150e+00 +2.7009e+00 -4.7164e+00
43759 +3.373744974e+00 +3.373744974e+00 -4.897625503e+01 -4.897625503e+01 -6.4368e-01 -1.7165e+00 +1.6866e+00 -2.3892e+00 -2.0804e+00 +4.1602e+00 -3.4814e+00 -2.8298e-01 +2.5630e+00 -1.0601e+00 +2.4368e+00 -1.3718e-01 +3.1895e+00 -1.9983e-02 -1.8714e+00 +1.6758e+00 -9.9480e-01 +2.3844e+00 +1.9424e+00 -2.3541e+00
53134 +2.274409820e+00 +2.274409820e+00 -5.007559018e+01 -5.007559018e+01 -6.8274e-01 -1.7165e+00 +1.6963e+00 -2.3892e+00 -2.0804e+00 +4.1602e+00 -3.4814e+00 -2.8176e-01 +2.5630e+00 -1.0601e+00 +2.4368e+00 -1.3718e-01 +3.1895e+00 -1.9983e-02 -1.8714e+00 +1.6758e+00 -9.9480e-01 +2.3844e+00 +3.4218e+00 -2.3541e+00
62304 +1.494637834e+00 +1.494637834e+00 -5.085536217e+01 -5.085536217e+01 -6.4368e-01 -1.7166e+00 +1.6866e+00 -2.3892e+00 -2.0804e+00 +4.1602e+00 -3.4814e+00 -2.8290e-01 +2.5630e+00 -1.0601e+00 +2.4368e+00 -1.3718e-01 +3.1895e+00 -1.9983e-02 -1.8714e+00 +1.6758e+00 -9.9480e-01 +2.5589e+00 +3.4933e+00 -3.4662e+00
78477 +9.639057831e-01 +9.639057831e-01 -5.138609422e+01 -5.138609422e+01 -4.4845e-01 -1.6774e+00 +2.8924e+00 -2.8920e+00 -1.3991e+00 +3.7416e+00 -4.0376e+00 -2.8260e-01 +2.5629e+00 -1.0601e+00 +2.4365e+00 -1.3718e-01 +3.1895e+00 -1.1060e+00 -1.8714e+00 +1.6758e+00 -9.9479e-01 +1.8658e+00 +2.5974e+00 -4.1997e+00
94011 +6.299489490e-01 +6.299489490e-01 -5.172005105e+01 -5.172005105e+01 -8.7193e-01 -1.0249e+00 +2.7631e+00 -2.3891e+00 -1.5125e+00 +3.1202e+00 -3.9397e+00 -2.8176e-01 +2.5630e+00 -1.3648e+00 +2.4368e+00 -1.3840e-01 +3.1895e+00 -9.7257e-01 -1.8714e+00 +1.6710e+00 -1.3081e+00 +2.0306e+00 +3.2468e+00 -3.9838e+00
99136 +3.513299119e-01 +3.513299119e-01 -5.199867009e+01 -5.199867009e+01 -6.8274e-01 -1.4172e+00 +2.9838e+00 -2.3891e+00 -1.7071e+00 +3.5726e+00 -4.0376e+00 -2.8298e-01 +2.5605e+00 -2.0629e+00 +3.1227e+00 -3.2376e-01 +3.1895e+00 -6.5412e-01 -1.8714e+00 +1.6758e+00 -9.9479e-01 +1.7594e+00 +3.4218e+00 -3.9839e+00
120284 +1.923376972e-01 +1.923376972e-01 -5.215766230e+01 -5.215766230e+01 -8.7193e-01 -1.2764e+00 +2.5997e+00 -2.3892e+00 -1.7071e+00 +3.5726e+00 -3.9397e+00 -2.8176e-01 +2.5434e+00 -1.6135e+00 +3.1227e+00 -1.3718e-01 +3.1895e+00 -6.5413e-01 -1.8714e+00 +1.5481e+00 -9.9480e-01 +1.8658e+00 +3.2077e+00 -3.9838e+00
134797 +1.480930884e-01 +1.480930884e-01 -5.220190691e+01 -5.220190691e+01 -7.2812e-01 -1.4390e+00 +2.7631e+00 -2.3891e+00 -1.5222e+00 +3.7416e+00 -3.8814e+00 -2.8290e-01 +2.6718e+00 -1.8322e+00 +3.1227e+00 -3.4329e-01 +3.3243e+00 -6.5412e-01 -1.8714e+00 +1.5977e+00 -1.1786e+00 +1.7594e+00 +3.1697e+00 -3.7779e+00
146616 +8.942468824e-02 +8.942468824e-02 -5.226057531e+01 -5.226057531e+01 -8.7193e-01 -1.2764e+00 +2.5997e+00 -2.3892e+00 -1.7071e+00 +3.5726e+00 -3.8885e+00 -2.1983e-01 +2.9586e+00 -1.8808e+00 +3.1227e+00 -4.0188e-01 +3.3339e+00 -6.5413e-01 -1.8738e+00 +1.3633e+00 -1.1809e+00 +1.7253e+00 +3.2426e+00 -3.9838e+00
163319 +5.119936447e-02 +5.119936447e-02 -5.229880064e+01 -5.229880064e+01 -8.7193e-01 -1.2764e+00 +2.5997e+00 -2.3892e+00 -1.5125e+00 +3.5713e+00 -3.9251e+00 -1.2110e-02 +2.6731e+00 -1.6135e+00 +3.1203e+00 -3.4331e-01 +3.3243e+00 -8.1037e-01 -1.8702e+00 +1.3633e+00 -9.9479e-01 +1.7594e+00 +3.1697e+00 -3.9789e+00
171495 +3.840282032e-02 +3.840282032e-02 -5.231159718e+01 -5.231159718e+01 -8.7193e-01 -1.2572e+00 +2.6095e+00 -2.4092e+00 -1.6290e+00 +3.5713e+00 -3.8885e+00 -2.1987e-01 +2.9586e+00 -1.7698e+00 +3.1227e+00 -4.0432e-01 +3.4821e+00 -9.4708e-01 -1.8715e+00 +1.3536e+00 -1.1790e+00 +1.7600e+00 +3.2074e+00 -3.9832e+00
194318 +2.466886844e-02 +2.466886844e-02 -5.232533113e+01 -5.232533113e+01 -8.7162e-01 -1.2569e+00 +2.6083e+00 -2.3891e+00 -1.6290e+00 +3.5726e+00 -3.8885e+00 -1.2673e-01 +2.7973e+00 -1.6318e+00 +3.1227e+00 -4.4090e-01 +3.4845e+00 -8.8849e-01 -1.8370e+00 +1.3630e+00 -1.1784e+00 +1.7594e+00 +3.1830e+00 -3.9338e+00
214929 +1.317840258e-02 +1.317840258e-02 -5.233682160e+01 -5.233682160e+01 -8.7315e-01 -1.2752e+00 +2.5997e+00 -2.3502e+00 -1.5125e+00 +3.5726e+00 -3.8885e+00 -1.2130e-02 +2.7192e+00 -1.7164e+00 +3.1227e+00 -4.8001e-01 +3.4833e+00 -8.6407e-01 -1.8714e+00 +1.2852e+00 -1.1790e+00 +1.7600e+00 +3.1831e+00 -3.9838e+00
242865 +9.955694915e-03 +9.955694915e-03 -5.234004431e+01 -5.234004431e+01 -8.7315e-01 -1.2752e+00 +2.5997e+00 -2.3502e+00 -1.5125e+00 +3.5701e+00 -3.8882e+00 -1.2110e-02 +2.7192e+00 -1.7164e+00 +3.0738e+00 -4.8001e-01 +3.4821e+00 -8.6409e-01 -1.8715e+00 +1.2852e+00 -1.1790e+00 +1.7250e+00 +3.1818e+00 -3.9839e+00
271813 +6.272754489e-03 +6.272754489e-03 -5.234372725e+01 -5.234372725e+01 -8.7323e-01 -1.2752e+00 +2.5997e+00 -2.3697e+00 -1.5125e+00 +3.5726e+00 -3.8891e+00 -3.1661e-02 +2.7974e+00 -1.7164e+00 +3.0738e+00 -4.8001e-01 +3.4833e+00 -8.6407e-01 -1.8714e+00 +1.2852e+00 -1.1790e+00 +1.7594e+00 +3.1648e+00 -3.9832e+00
298100 +3.883906965e-03 +3.883906965e-03 -5.234611609e+01 -5.234611609e+01 -8.7325e-01 -1.2703e+00 +2.5991e+00 -2.3599e+00 -1.5125e+00 +3.5713e+00 -3.8882e+00 -1.2110e-02 +2.7973e+00 -1.7164e+00 +3.0689e+00 -4.7986e-01 +3.4821e+00 -8.6407e-01 -1.8715e+00 +1.2657e+00 -1.1787e+00 +1.7594e+00 +3.1746e+00 -3.9734e+00
350077 +2.471511818e-03 +2.471511818e-03 -5.234752849e+01 -5.234752849e+01 -8.7330e-01 -1.2703e+00 +2.5997e+00 -2.3697e+00 -1.5125e+00 +3.5713e+00 -3.8882e+00 -1.5773e-02 +2.7963e+00 -1.7164e+00 +3.0542e+00 -4.7909e-01 +3.4821e+00 -8.6897e-01 -1.8714e+00 +1.2559e+00 -1.1784e+00 +1.7594e+00 +3.1647e+00 -3.9637e+00
713029 +1.584541400e-03 +1.584541400e-03 -5.234841546e+01 -5.234841546e+01 -8.7162e-01 -1.2695e+00 +2.5979e+00 -2.3697e+00 -1.5089e+00 +3.5738e+00 -3.8885e+00 -9.8121e-03 +2.7930e+00 -1.7182e+00 +3.0469e+00 -4.8824e-01 +3.4862e+00 -8.6910e-01 -1.8750e+00 +1.2501e+00 -1.1720e+00 +1.7582e+00 +3.1642e+00 -3.9563e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.559929303e+01 +7.559929303e+01 -1.039407070e+02 -1.039407070e+02 +2.7984e+00 +3.3866e+00 +4.7730e+00 +4.2093e+00 +3.9182e+00 +3.6113e+00 +5.2076e-01 -1.3984e+00 +4.2530e+00 +1.5154e+00 +2.6824e+00 +2.2551e+00 +1.9000e+00 -1.1034e+00 +4.3079e+00 +1.2037e+00 +3.3749e+00 +6.4927e-01 -4.6176e+00 +3.0104e+00
16 +2.956465634e+01 +2.956465634e+01 -1.499753437e+02 -1.499753437e+02 -7.7060e-01 -3.8309e+00 -1.3134e+00 +3.1295e+00 -1.6880e+00 +1.1854e+00 +2.6089e-01 +3.3307e+00 -7.8647e-01 +3.3034e+00 +3.4045e-01 +4.4323e+00 -4.1570e+00 -2.1442e+00 -5.2757e-01 +2.5589e-01 -4.9513e-01 +4.1906e+00 -3.6311e+00 -4.0678e+00
802 +2.488559527e+01 +2.488559527e+01 -1.546544047e+02 -1.546544047e+02 +4.9706e+00 +5.1553e-01 -2.4443e+00 +1.5084e+00 +3.3831e+00 -1.8252e+00 +4.6279e+00 +4.9778e+00 -9.5111e-01 -4.2219e+00 +2.1879e+00 +6.7634e-01 +4.3474e-01 +2.3417e+00 -8.3820e-01 +3.6315e+00 +1.6434e+00 +3.8968e+00 +4.7359e+00 -3.7598e+00
9686 +1.412841896e+01 +1.412841896e+01 -1.654115810e+02 -1.654115810e+02 -1.1605e+00 +3.3921e+00 -3.4465e+00 +6.0798e-01 +2.9837e+00 -3.6063e+00 +4.8340e+00 +3.3936e+00 +2.7356e-01 +4.4809e+00 -1.3116e+00 +1.3242e+00 +1.1481e+00 +1.5921e+00 +3.4691e+00 +5.8721e-01 -4.3462e+00 +1.6946e+00 -4.0067e-01 +3.3436e-01
15020 +8.716158201e+00 +8.716158201e+00 -1.708238418e+02 -1.708238418e+02 +8.0700e-01 +1.2311e+00 +2.8552e-02 +1.5736e+00 +4.9546e+00 -3.3692e-01 +2.1774e+00 +2.9180e+00 +6.4247e-02 +1.9341e+00 +6.2031e-01 +2.4283e+00 -1.5142e+00 -3.6287e-01 +2.3541e-01 +6.9825e-01 +2.6247e-01 +3.9740e+00 +1.8152e+00 -1.4685e-02
29653 +5.592317871e+00 +5.592317871e+00 -1.739476821e+02 -1.739476821e+02 +8.0700e-01 +1.2311e+00 -3.7639e+00 +7.1288e-01 +3.5949e+00 -3.3692e-01 +2.1774e+00 +2.9180e+00 +6.4247e-02 +1.9341e+00 +6.2015e-01 +2.4283e+00 -1.5142e+00 +1.0440e+00 +2.3541e-01 +1.0108e+00 +2.6251e-01 +3.9740e+00 +1.8152e+00 -1.4685e-02
36846 +3.730288854e+00 +3.730288854e+00 -1.758097111e+02 -1.758097111e+02 -7.1644e-02 +6.9131e-01 -3.9348e+00 +3.4762e+00 +4.7596e+00 -1.1781e+00 +3.8634e+00 +3.9996e+00 +6.4247e-02 +1.9341e+00 -5.1434e-01 +1.8033e+00 -1.5142e+00 -3.5311e-01 +4.4971e-01 +2.0480e+00 -1.1665e+00 +4.2470e+00 +2.5434e+00 -1.1870e+00
52256 +2.210762651e+00 +2.210762651e+00 -1.773292373e+02 -1.773292373e+02 +1.7235e+00 +1.2061e+00 -4.2021e+00 +2.0875e+00 +3.1208e+00 -3.3692e-01 +2.1774e+00 +2.9180e+00 +6.4247e-02 +1.9341e+00 -8.0511e-01 +1.1828e+00 -1.1603e+00 +9.5425e-01 +2.1941e+00 +2.9206e-01 -2.0234e+00 +4.2917e+00 +1.8329e+00 -4.9374e-01
59102 +1.519047673e+00 +1.519047673e+00 -1.780209523e+02 -1.780209523e+02 +1.2155e+00 +4.4899e-01 -3.2600e+00 +3.1937e+00 +2.4683e+00 -5.5976e-01 +3.4460e+00 +2.9180e+00 +6.4247e-02 +1.8994e+00 -5.5414e-01 +4.9861e-01 -2.0539e+00 +8.1477e-01 +2.2111e+00 +1.0575e+00 -1.9002e+00 +4.2865e+00 +1.8152e+00 -9.3815e-01
60617 +9.224376327e-01 +9.224376327e-01 -1.786175624e+02 -1.786175624e+02 +1.2155e+00 -1.0883e-01 -2.9669e+00 +2.0875e+00 +3.5624e+00 -8.7889e-01 +3.1844e+00 +3.3940e+00 +2.7356e-01 +1.9385e+00 -5.5414e-01 +4.9861e-01 -2.0542e+00 +8.1477e-01 +2.2111e+00 +1.0575e+00 -1.9002e+00 +4.2865e+00 +1.8152e+00 -9.5768e-01
72795 +5.867173923e-01 +5.867173923e-01 -1.789532826e+02 -1.789532826e+02 +4.8432e-01 +5.2635e-01 -3.6133e+00 +3.1625e+00 +3.8964e+00 -5.5976e-01 +3.4460e+00 +2.9180e+00 +3.7675e-01 +1.9341e+00 -1.0849e-01 +7.7173e-01 -1.5139e+00 +9.8292e-01 +2.2108e+00 +1.0551e+00 -1.4243e+00 +3.9740e+00 +1.8152e+00 -1.2106e+00
85189 +3.456769476e-01 +3.456769476e-01 -1.791943231e+02 -1.791943231e+02 +4.8432e-01 +5.1689e-01 -3.6134e+00 +2.5375e+00 +3.9653e+00 -5.5972e-01 +3.4460e+00 +2.9180e+00 +4.5487e-01 +1.9341e+00 -5.3387e-01 +8.4396e-01 -1.4872e+00 +1.0324e+00 +2.1941e+00 +7.7599e-01 -1.9002e+00 +4.2865e+00 +1.8152e+00 -1.2082e+00
93272 +2.205249951e-01 +2.205249951e-01 -1.793194750e+02 -1.793194750e+02 +8.0700e-01 +5.5559e-01 -3.6224e+00 +2.5254e+00 +3.5949e+00 -3.3692e-01 +3.8634e+00 +3.3940e+00 +6.4256e-02 +1.9341e+00 -5.1505e-01 +4.9861e-01 -1.4289e+00 +8.1355e-01 +2.2117e+00 +1.0600e+00 -1.1877e+00 +3.9740e+00 +1.8054e+00 -1.1453e+00
106141 +1.426013747e-01 +1.426013747e-01 -1.793973986e+02 -1.793973986e+02 +8.0701e-01 +6.8914e-01 -3.7835e+00 +2.5254e+00 +3.5949e+00 -3.3692e-01 +3.8634e+00 +3.3936e+00 +2.7356e-01 +1.9341e+00 -4.2099e-01 +7.7173e-01 -1.5139e+00 +9.8292e-01 +2.2108e+00 +1.0551e+00 -1.4243e+00 +3.9740e+00 +1.8152e+00 -9.1594e-01
116098 +7.375204157e-02 +7.375204157e-02 -1.794662480e+02 -1.794662480e+02 +8.0700e-01 +4.7747e-01 -3.6145e+00 +2.5375e+00 +3.8952e+00 -5.5976e-01 +3.6017e+00 +3.3940e+00 +2.7356e-01 +1.9376e+00 -5.5414e-01 +7.7173e-01 -1.4382e+00 +1.0441e+00 +2.2502e+00 +1.0551e+00 -1.2182e+00 +3.9740e+00 +1.8152e+00 -9.5768e-01
128091 +5.375573074e-02 +5.375573074e-02 -1.794862443e+02 -1.794862443e+02 +8.0700e-01 +4.7747e-01 -3.4583e+00 +2.5375e+00 +3.8952e+00 -5.5914e-01 +3.6017e+00 +3.3940e+00 +2.7386e-01 +1.9376e+00 -5.5414e-01 +7.7173e-01 -1.4382e+00 +1.0440e+00 +2.2111e+00 +1.0551e+00 -1.4243e+00 +4.0175e+00 +1.8152e+00 -9.5768e-01
142434 +3.867351558e-02 +3.867351558e-02 -1.795013265e+02 -1.795013265e+02 +8.0212e-01 +5.5559e-01 -3.6224e+00 +2.5254e+00 +3.8183e+00 -5.7929e-01 +3.6023e+00 +3.3936e+00 +2.7348e-01 +1.9340e+00 -5.2410e-01 +7.7173e-01 -1.4357e+00 +9.8292e-01 +2.2891e+00 +1.0575e+00 -1.5000e+00 +3.9383e+00 +1.8152e+00 -9.1594e-01
158753 +2.472961778e-02 +2.472961778e-02 -1.795152704e+02 -1.795152704e+02 +8.0700e-01 +4.7747e-01 -3.4583e+00 +2.5254e+00 +3.8720e+00 -5.5976e-01 +3.6023e+00 +3.3966e+00 +2.7382e-01 +1.9376e+00 -5.5414e-01 +7.7173e-01 -1.4382e+00 +1.0440e+00 +2.2893e+00 +1.0548e+00 -1.4243e+00 +3.9715e+00 +1.8524e+00 -9.1586e-01
206086 +1.555636862e-02 +1.555636862e-02 -1.795244436e+02 -1.795244436e+02 +8.0716e-01 +4.7746e-01 -3.4583e+00 +2.5254e+00 +3.8183e+00 -5.5991e-01 +3.6017e+00 +3.3940e+00 +2.7371e-01 +1.9341e+00 -5.9320e-01 +7.7173e-01 -1.3995e+00 +1.0440e+00 +2.2696e+00 +1.0185e+00 -1.5000e+00 +3.9383e+00 +1.8164e+00 -9.1586e-01
269600 +9.891474763e-03 +9.891474763e-03 -1.795301085e+02 -1.795301085e+02 +8.0697e-01 +5.4583e-01 -3.4998e+00 +2.5254e+00 +3.8720e+00 -5.5991e-01 +3.5974e+00 +3.4326e+00 +2.3602e-01 +1.9815e+00 -5.9320e-01 +7.3266e-01 -1.3977e+00 +1.0440e+00 +2.2890e+00 +1.0185e+00 -1.4243e+00 +3.9691e+00 +1.8152e+00 -9.1105e-01
482617 +6.250936820e-03 +6.250936820e-03 -1.795337491e+02 -1.795337491e+02 +8.0079e-01 +5.3484e-01 -3.4583e+00 +2.5005e+00 +3.8674e+00 -5.4771e-01 +3.5948e+00 +3.4373e+00 +2.3571e-01 +1.9766e+00 -6.0541e-01 +7.1299e-01 -1.3922e+00 +1.0538e+00 +2.2856e+00 +1.0356e+00 -1.4530e+00 +3.9384e+00 +1.8322e+00 -9.1715e-01
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.251402947e+02 +3.251402947e+02 +4.024502947e+02 +4.024502947e+02 +8.7485e-01 +7.0505e-01 -2.2854e+00 -2.3944e+00 -2.2096e+00 -2.9289e+00 -4.1714e+00 -3.9596e+00 -4.6168e+00 +3.1628e+00 +1.1150e-01 -2.5152e+00 -4.1150e+00 +3.5204e+00 -8.6026e-01 +1.5364e+00 -1.1273e+00 +4.8953e+00 -4.4606e+00 -3.7312e+00
2 +8.156178545e+01 +8.156178545e+01 +1.588717854e+02 +1.588717854e+02 +2.9514e+00 -1.1642e+00 -3.5384e+00 -3.6098e+00 -2.9759e+00 -7.6659e-01 +6.7896e-01 -1.6008e+00 +4.8303e-01 -2.6261e+00 +5.9625e-01 +7.2882e-01 +4.5403e+00 -3.2048e+00 +2.7499e+00 +1.1106e+00 -3.6376e+00 -1.3117e+00 +3.7769e+00 -4.1572e-01
6 +5.917847385e+01 +5.917847385e+01 +1.364884738e+02 +1.364884738e+02 +3.2020e+00 -1.4514e+00 +1.9761e+00 -9.5033e-01 +3.9992e+00 +1.8547e+00 +2.8985e+00 +1.0872e+00 -6.3027e-01 -2.2739e-01 -4.0231e+00 -1.4366e+00 -3.1078e+00 +4.3163e+00 -6.5914e-01 -5.4515e-02 +1.9560e+00 +4.6194e+00 +1.4857e+00 -1.1948e+00
25 +3.444371662e+01 +3.444371662e+01 +1.117537166e+02 +1.117537166e+02 +1.5747e+00 -3.5084e+00 +2.9096e+00 -2.0872e+00 -1.9810e+00 +3.4782e+00 -1.0229e+00 -4.0944e+00 +3.0414e+00 +3.7554e-01 +4.4914e+00 +4.2179e+00 +5.0421e-01 +4.4732e+00 -4.7908e+00 +3.0515e+00 -1.6584e-01 +4.3621e+00 +3.0335e+00 -2.4115e+00
2039 +2.418228239e+01 +2.418228239e+01 +1.014922824e+02 +1.014922824e+02 +1.1283e+00 +5.7601e-01 -7.5518e-01 -2.3276e+00 +2.1127e+00 -2.6989e-01 +2.0129e+00 -1.0828e-01 -2.7056e+00 -5.8775e-01 +1.7997e-01 +7.2625e-01 +1.0704e+00 +1.8801e+00 -4.9890e+00 +4.4158e+00 -2.7136e-01 +2.9328e+00 +1.6453e+00 +1.0390e+00
2246 +1.571585647e+01 +1.571585647e+01 +9.302585647e+01 +9.302585647e+01 +4.0857e+00 +1.1635e+00 -3.9502e+00 +1.9422e+00 +4.4043e+00 -4.5206e+00 -1.9957e-01 +3.1877e-01 -2.0280e+00 +1.4769e+00 -1.8438e+00 +5.1536e-01 +1.4769e+00 -1.1512e+00 +1.0967e+00 +4.4420e+00 +2.3578e+00 -1.2320e+00 +1.1756e+00 -3.9107e-01
21394 +8.481178267e+00 +8.481178267e+00 +8.579117827e+01 +8.579117827e+01 +2.3960e+00 +3.5954e-01 -1.6869e+00 -1.8872e+00 +2.8792e+00 -2.8555e+00 +3.9453e+00 -1.9691e+00 +3.0379e+00 +2.3139e+00 +7.5939e-01 +5.2675e-01 +1.6722e+00 -2.4299e-01 +4.1594e-01 +1.0371e+00 -1.8028e+00 +4.5679e-01 +3.9487e+00 +1.0792e+00
24492 +6.229109591e+00 +6.229109591e+00 +8.353910959e+01 +8.353910959e+01 +1.1283e+00 +5.7601e-01 -7.5518e-01 -2.3276e+00 +2.1127e+00 -2.6989e-01 +2.0129e+00 -1.0828e-01 +2.0266e+00 +4.2579e+00 +8.3489e-01 -7.2556e-01 +1.1125e+00 -1.1512e+00 +1.0967e+00 +3.0056e+00 -1.7642e+00 +2.9328e+00 +1.6447e+00 +3.1615e+00
41487 +3.862979324e+00 +3.862979324e+00 +8.117297932e+01 +8.117297932e+01 +2.3960e+00 +3.5954e-01 -1.6869e+00 -1.8872e+00 +2.5667e+00 -2.8561e+00 +2.5182e+00 -7.8029e-01 +1.1728e+00 +2.2328e+00 +1.4660e+00 +5.2675e-01 +1.3597e+00 -2.4295e-01 +4.1594e-01 +3.7209e+00 -1.2466e+00 +1.1930e+00 +3.7754e+00 +1.0792e+00
57204 +2.372490344e+00 +2.372490344e+00 +7.968249034e+01 +7.968249034e+01 +1.1283e+00 +3.5954e-01 -1.6869e+00 -7.1528e-01 +1.5869e+00 -1.8301e+00 +1.4195e+00 -3.3097e+00 +3.2712e-01 +2.9558e+00 +7.5940e-01 +5.2675e-01 +4.9771e-01 -2.4295e-01 +4.1594e-01 +3.7212e+00 -8.3144e-01 +1.4897e+00 +3.2465e+00 +1.9415e+00
77222 +1.557182374e+00 +1.557182374e+00 +7.886718237e+01 +7.886718237e+01 +1.1283e+00 +4.7042e-02 -1.6866e+00 -1.8872e+00 +6.7967e-02 -2.8555e+00 +1.4453e+00 -1.9691e+00 +1.5409e+00 +2.3139e+00 +1.4660e+00 +5.2675e-01 +1.3597e+00 -8.6699e-02 +4.1594e-01 +3.6306e+00 -1.4515e+00 +2.0402e+00 +3.1084e+00 +2.3536e+00
